"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21,
19,64378,1995885,Los Angeles,Charter Oak Unified,Oak Knoll Alternative,49,0,0,NA,NA,NA,
19,64394,1931823,Los Angeles,Claremont Unified,Claremont High,522,41,7.9,    23.5,      27,     5.2,
19,64394,1996297,Los Angeles,Claremont Unified,Community Day,7,0,0,NA,NA,NA,
19,64394,1931807,Los Angeles,Claremont Unified,San Antonio High (Continuation),24,0,0,NA,NA,NA,
19,73437,1931567,Los Angeles,Compton Unified,Centennial High,197,27,13.7,    15.1,       0,     0.0,
19,73437,1995695,Los Angeles,Compton Unified,Chavez (Cesar) Continuation High,125,0,0,NA,NA,NA,
19,73437,1996040,Los Angeles,Compton Unified,Compton Community Day High,8,0,0,NA,NA,NA,
19,73437,1931963,Los Angeles,Compton Unified,Compton High,424,46,10.8,    17.1,       7,     1.7,
19,73437,1932326,Los Angeles,Compton Unified,Dominguez High,420,41,9.8,    16.0,       3,     0.7,
19,73437,1996057,Los Angeles,Compton Unified,Marshall (Thurgood),43,0,0,NA,NA,NA,
19,73437,1995703,Los Angeles,Compton Unified,Tubman (Harriet) High,10,0,0,NA,NA,NA,
19,64436,1932086,Los Angeles,Covina-Valley Unified,Covina High,276,13,4.7,    21.6,       7,     2.5,
19,64436,1931617,Los Angeles,Covina-Valley Unified,Fair Valley High (Continuation),120,0,0,NA,NA,NA,
19,64436,1936418,Los Angeles,Covina-Valley Unified,Northview High,310,22,7.1,    18.6,       4,     1.3,
19,64436,1995562,Los Angeles,Covina-Valley Unified,Ranger High (Alternative),20,0,0,NA,NA,NA,
19,64436,1938372,Los Angeles,Covina-Valley Unified,South Hills High,440,16,3.6,    22.9,      12,     2.7,
19,64436,1938794,Los Angeles,Covina-Valley Unified,Tri-Community Adult,0,1,0,NA,NA,NA,
19,64444,1996255,Los Angeles,Culver City Unified,Culver City Community Day,1,0,0,NA,NA,NA,
19,64444,1930031,Los Angeles,Culver City Unified,Culver City Independent Study,38,0,0,NA,NA,NA,
19,64444,1932201,Los Angeles,Culver City Unified,Culver City Senior High,427,58,13.6,    21.3,      31,     7.3,
19,64444,1932656,Los Angeles,Culver City Unified,Culver Park High,47,0,0,NA,NA,NA,
19,64451,1931625,Los Angeles,Downey Unified,Columbus Continuation,216,0,0,NA,NA,NA,
19,64451,1932441,Los Angeles,Downey Unified,Downey High,812,37,4.6,    21.0,      19,     2.3,
19,64451,1939164,Los Angeles,Downey Unified,Warren High,716,8,1.1,NA,NA,NA,
19,64469,1932482,Los Angeles,Duarte Unified,Duarte High,252,8,3.2,NA,NA,NA,
19,64469,1936079,Los Angeles,Duarte Unified,Mt. Olive Alternative Education,35,0,0,NA,NA,NA,
19,64519,1930320,Los Angeles,El Monte Union High,Arroyo High,483,31,6.4,    20.9,      14,     2.9,
19,64519,1932664,Los Angeles,El Monte Union High,El Monte High,439,18,4.1,    20.4,       8,     1.8,
19,64519,1996123,Los Angeles,El Monte Union High,El Monte Union High School Community Day,19,0,0,NA,NA,NA,
19,64519,1932649,Los Angeles,El Monte Union High,El Monte/Rosemead Adult,0,1,0,NA,NA,NA,
19,64519,1932680,Los Angeles,El Monte Union High,Mountain View High,364,13,3.6,    19.0,       5,     1.4,
19,64519,1937481,Los Angeles,El Monte Union High,Rosemead High,455,21,4.6,    21.9,      13,     2.9,
19,64519,1995661,Los Angeles,El Monte Union High,South El Monte High,298,36,12.1,    18.4,       9,     3.0,
19,64519,1938919,Los Angeles,El Monte Union High,Valle Lindo Continuation High,362,0,0,NA,NA,NA,
19,64527,1932706,Los Angeles,El Rancho Unified,El Rancho High,644,158,24.5,    18.3,      39,     6.1,
19,64527,1932698,Los Angeles,El Rancho Unified,Salazar (Ruben) Continuation,130,0,0,NA,NA,NA,
19,64535,1930353,Los Angeles,El Segundo Unified,Arena High (Continuation),15,0,0,NA,NA,NA,
19,64535,1932763,Los Angeles,El Segundo Unified,El Segundo High,259,35,13.5,    22.5,      25,     9.7,
19,64568,1996131,Los Angeles,Glendale Unified,Clark (Anderson W.) Magnet High,232,50,21.6,    23.3,      39,    16.8,
19,64568,6099022,Los Angeles,Glendale Unified,College View Center,77,0,0,NA,NA,NA,
19,64568,1932144,Los Angeles,Glendale Unified,Crescenta Valley Senior High,673,36,5.3,    24.4,      32,     4.8,
19,64568,1933472,Los Angeles,Glendale Unified,Daily (Allan F.) High (Continuation),177,1,0.6,NA,NA,NA,
19,64568,1933530,Los Angeles,Glendale Unified,Glendale Senior High,759,39,5.1,    22.2,      21,     2.8,
19,64568,1934082,Los Angeles,Glendale Unified,Hoover (Herbert) Senior High,612,30,4.9,    20.7,      13,     2.1,
19,64568,1995497,Los Angeles,Glendale Unified,Verdugo Academy,39,0,0,NA,NA,NA,
19,64576,1933597,Los Angeles,Glendora Unified,Glendora High,599,54,9,    23.8,      42,     7.0,
19,64576,1939677,Los Angeles,Glendora Unified,Whitcomb Continuation High,11,0,0,NA,NA,NA,
19,64584,1996305,Los Angeles,Gorman Elementary,Gorman Learning Center,150,4,2.7,NA,NA,NA,
19,64584,6114268,Los Angeles,Gorman Elementary,Gorman Middle,1,0,0,NA,NA,NA,
19,64584,1996677,Los Angeles,Gorman Elementary,Lifeline Education Charter,28,0,0,NA,NA,NA,
19,73445,1996560,Los Angeles,Hacienda la Puente Unified,Hacienda La Puente Community Day,9,0,0,NA,NA,NA,
19,73445,1934801,Los Angeles,Hacienda la Puente Unified,La Puente High,377,32,8.5,    18.1,       8,     2.1,
19,73445,1935246,Los Angeles,Hacienda la Puente Unified,Los Altos High,419,15,3.6,    23.0,      10,     2.4,
19,73445,1996271,Los Angeles,Hacienda la Puente Unified,Opportunities for Learning-Hacienda La Puente,188,0,0,NA,NA,NA,
19,73445,1933316,Los Angeles,Hacienda la Puente Unified,Puente Hills High (Alternative),61,0,0,NA,NA,NA,
19,73445,1938935,Los Angeles,Hacienda la Puente Unified,Valley Alternative High (Continuation),113,0,0,NA,NA,NA,
19,73445,1939834,Los Angeles,Hacienda la Puente Unified,Wilson (Glen A.) High,405,12,3,    24.3,      11,     2.7,
19,73445,1939925,Los Angeles,Hacienda la Puente Unified,Workman (William) High,290,2,0.7,NA,NA,NA,
19,64634,1996529,Los Angeles,Inglewood Unified,City Honors High,42,0,0,NA,NA,NA,
19,64634,1934249,Los Angeles,Inglewood Unified,Hillcrest High,127,0,0,NA,NA,NA,
19,64634,1934231,Los Angeles,Inglewood Unified,Inglewood High,440,60,13.6,    16.5,       6,     1.4,
19,64634,1936046,Los Angeles,Inglewood Unified,Morningside High,335,29,8.7,    15.8,       2,     0.6,
19,64659,1995950,Los Angeles,La Canada Unified,Foothills (Special Education),7,0,0,NA,NA,NA,
19,64659,1934611,Los Angeles,La Canada Unified,La Canada High,349,70,20.1,    26.5,      64,    18.3,
19,64683,1930080,Los Angeles,Las Virgenes Unified,Agoura High,489,105,21.5,    25.5,      90,    18.4,
19,64683,1931781,Los Angeles,Las Virgenes Unified,Calabasas High,472,102,21.6,    24.9,      86,    18.2,
19,64683,1931260,Los Angeles,Las Virgenes Unified,Indian Hills Continuation High,65,0,0,NA,NA,NA,
19,64691,1996438,Los Angeles,Lawndale Elementary,Environmental Charter High,51,5,9.8,NA,NA,NA,
19,64709,1996313,Los Angeles,Lennox Elementary,Animo Leadership High,121,73,60.3,    16.2,       3,     2.5,
19,64725,1930411,Los Angeles,Long Beach Unified,Avalon (K-12),59,1,1.7,NA,NA,NA,
19,64725,1995935,Los Angeles,Long Beach Unified,Cabrillo (Juan Rodriguez) High,544,47,8.6,    16.5,       5,     0.9,
19,64725,1995539,Los Angeles,Long Beach Unified,California Academy of Mathematics and Science,141,53,37.6,    24.4,      49,    34.8,
19,64725,0101741,Los Angeles,Long Beach Unified,Community Day,11,0,0,NA,NA,NA,
19,64725,1995570,Los Angeles,Long Beach Unified,Educational Partnership High,546,0,0,NA,NA,NA,
19,64725,1934470,Los Angeles,Long Beach Unified,Jordan High,907,58,6.4,    17.1,       7,     0.8,
19,64725,1934678,Los Angeles,Long Beach Unified,Lakewood High,980,31,3.2,    18.8,       9,     0.9,
19,64725,1935758,Los Angeles,Long Beach Unified,Millikan Senior High,914,75,8.2,    19.2,      24,     2.6,
19,64725,1996362,Los Angeles,Long Beach Unified,Pacific Learning Center Charter,39,0,0,NA,NA,NA,
19,64725,1936947,Los Angeles,Long Beach Unified,Polytechnic High,1132,191,16.9,    22.6,     114,    10.1,
19,64725,1937176,Los Angeles,Long Beach Unified,Reid Senior High,109,0,0,NA,NA,NA,
19,64725,1996503,Los Angeles,Long Beach Unified,Renaissance High School for the Arts,97,2,2.1,NA,NA,NA,
19,64725,1939875,Los Angeles,Long Beach Unified,Wilson High,1027,134,13,    21.3,      71,     6.9,
19,32276,1931096,Los Angeles,Los Angeles Co Cya Dist,Southern Reception Center-Clinic,66,0,0,NA,NA,NA,
19,10199,1996164,Los Angeles,Los Angeles County Office of Education,Antelope Valley Day,63,0,0,NA,NA,NA,
19,10199,1996172,Los Angeles,Los Angeles County Office of Education,East Los Angeles Day,22,0,0,NA,NA,NA,
19,10199,1996180,Los Angeles,Los Angeles County Office of Education,Eastern Day,65,0,0,NA,NA,NA,
19,10199,1995869,Los Angeles,Los Angeles County Office of Education,International Polytechnic High,95,5,5.3,NA,NA,NA,
19,10199,1933399,Los Angeles,Los Angeles County Office of Education,L.A. County High School for the Arts,130,35,26.9,    20.7,      22,    16.9,
19,10199,1995257,Los Angeles,Los Angeles County Office of Education,Los Angeles County Alternative/Opportunity,339,0,0,NA,NA,NA,
19,10199,1995240,Los Angeles,Los Angeles County Office of Education,Los Angeles County Juvenile Hall/Community,1720,0,0,NA,NA,NA,
19,10199,1995232,Los Angeles,Los Angeles County Office of Education,Los Angeles County Special Education,510,0,0,NA,NA,NA,
19,10199,1996198,Los Angeles,Los Angeles County Office of Education,Northwest Day,40,0,0,NA,NA,NA,
19,10199,1932193,Los Angeles,Los Angeles County Office of Education,San Fernando Valley Juvenile H,0,1,0,NA,NA,NA,
19,10199,1996008,Los Angeles,Los Angeles County Office of Education,Soledad Enrichment Action (Charter),342,0,0,NA,NA,NA,
19,10199,1996206,Los Angeles,Los Angeles County Office of Education,Southern Day,65,0,0,NA,NA,NA,
19,10199,1996214,Los Angeles,Los Angeles County Office of Education,Southwest Day,66,0,0,NA,NA,NA,
19,10199,1996222,Los Angeles,Los Angeles County Office of Education,Tri-C Day,139,0,0,NA,NA,NA,
19,64733,1932334,Los Angeles,Los Angeles Unified,Addams (Jane) Continuation,30,0,0,NA,NA,NA,
19,64733,1930064,Los Angeles,Los Angeles Unified,Aggeler (William Tell) Opportunity High,0,1,0,NA,NA,NA,
19,64733,0102137,Los Angeles,Los Angeles Unified,Aggeler Community Day,5,0,0,NA,NA,NA,
19,64733,1931930,Los Angeles,Los Angeles Unified,Avalon Continuation,8,0,0,NA,NA,NA,
19,64733,1930650,Los Angeles,Los Angeles Unified,Banning (Phineas) Senior High,422,49,11.6,    17.0,       7,     1.7,
19,64733,1930866,Los Angeles,Los Angeles Unified,Bell Senior High,609,118,19.4,    17.1,      15,     2.5,
19,64733,1930924,Los Angeles,Los Angeles Unified,Belmont Senior High,679,89,13.1,    16.9,      14,     2.1,
19,64733,1931047,Los Angeles,Los Angeles Unified,Birmingham Senior High,532,37,7,    19.0,      10,     1.9,
19,64733,1932821,Los Angeles,Los Angeles Unified,Boyle Heights Continuation,29,0,0,NA,NA,NA,
19,64733,1995448,Los Angeles,Los Angeles Unified,Bravo (Francisco) Medical Magnet High,350,112,32,    21.0,      59,    16.9,
19,64733,1996651,Los Angeles,Los Angeles Unified,CDS Secondary,17,0,0,NA,NA,NA,
19,64733,1931476,Los Angeles,Los Angeles Unified,Canoga Park Senior High,230,14,6.1,    20.1,       5,     2.2,
19,64733,6069157,Los Angeles,Los Angeles Unified,Carlson (Berenece) Home Hospital,13,0,0,NA,NA,NA,
19,64733,1931526,Los Angeles,Los Angeles Unified,Carson Senior High,601,106,17.6,    17.4,      14,     2.3,
19,64733,1930387,Los Angeles,Los Angeles Unified,Central Continuation,153,1,0.7,NA,NA,NA,
19,64733,1931708,Los Angeles,Los Angeles Unified,Chatsworth Senior High,567,50,8.8,    21.6,      28,     4.9,
19,64733,1931336,Los Angeles,Los Angeles Unified,Cheviot Hills Continuation,22,0,0,NA,NA,NA,
19,64733,1996115,Los Angeles,Los Angeles Unified,City of Angels (Independent Study),618,0,0,NA,NA,NA,
19,64733,1931864,Los Angeles,Los Angeles Unified,Cleveland (Grover) High,559,54,9.7,    22.6,      33,     5.9,
19,64733,0101329,Los Angeles,Los Angeles Unified,Cooper (James Fenimore) Community Day,12,0,0,NA,NA,NA,
19,64733,1932128,Los Angeles,Los Angeles Unified,Crenshaw Senior High,444,132,29.7,    15.7,      10,     2.3,
19,64733,1931351,Los Angeles,Los Angeles Unified,Del Rey Continuation,6,0,0,NA,NA,NA,
19,64733,1932383,Los Angeles,Los Angeles Unified,Dorsey (Susan Miller) Senior High,328,82,25,    16.2,      10,     3.0,
19,64733,1932888,Los Angeles,Los Angeles Unified,Downtown Business High,153,33,21.6,    17.9,       6,     3.9,
19,64733,1932540,Los Angeles,Los Angeles Unified,Eagle Rock Junior-Senior High,383,6,1.6,NA,NA,NA,
19,64733,1932318,Los Angeles,Los Angeles Unified,Eagle Tree Continuation,9,0,0,NA,NA,NA,
19,64733,1931377,Los Angeles,Los Angeles Unified,Earhart (Amelia) Continuation,29,0,0,NA,NA,NA,
19,64733,1931385,Los Angeles,Los Angeles Unified,Einstein (Albert) Continuation,18,0,0,NA,NA,NA,
19,64733,1932623,Los Angeles,Los Angeles Unified,El Camino Real Senior High,738,122,16.5,    23.3,      88,    11.9,
19,64733,6016885,Los Angeles,Los Angeles Unified,Elizabeth Learning Center,113,44,38.9,    17.5,       8,     7.1,
19,64733,1931955,Los Angeles,Los Angeles Unified,Ellington (Duke) High (Continuation),27,0,0,NA,NA,NA,
19,64733,1932342,Los Angeles,Los Angeles Unified,Evergreen Continuation,27,1,3.7,NA,NA,NA,
19,64733,1932920,Los Angeles,Los Angeles Unified,Fairfax Senior High,578,75,13,    17.3,       9,     1.6,
19,64733,6061451,Los Angeles,Los Angeles Unified,Foshay Learning Center,170,107,62.9,    17.6,      18,    10.6,
19,64733,1932987,Los Angeles,Los Angeles Unified,Francis (John H.) Polytechnic,744,138,18.5,    16.1,      17,     2.3,
19,64733,1933043,Los Angeles,Los Angeles Unified,Franklin (Benjamin) Senior High,404,61,15.1,    17.9,      15,     3.7,
19,64733,1933118,Los Angeles,Los Angeles Unified,Fremont (John C.) Senior High,459,150,32.7,    14.4,       3,     0.7,
19,64733,1931278,Los Angeles,Los Angeles Unified,Friedman (Abraham) Occupational,0,1,0,NA,NA,NA,
19,64733,1933241,Los Angeles,Los Angeles Unified,Gardena Senior High,570,45,7.9,    16.8,       7,     1.2,
19,64733,1933381,Los Angeles,Los Angeles Unified,Garfield (James A.) Senior High,588,152,25.9,    17.2,      29,     4.9,
19,64733,1933746,Los Angeles,Los Angeles Unified,Granada Hills Charter High,717,107,14.9,    23.1,      76,    10.6,
19,64733,1933795,Los Angeles,Los Angeles Unified,Grant (Ulysses S.) Senior High,574,30,5.2,    19.6,      15,     2.6,
19,64733,1931682,Los Angeles,Los Angeles Unified,Grey (Zane) Continuation,17,0,0,NA,NA,NA,
19,64733,1933852,Los Angeles,Los Angeles Unified,Hamilton (Alexander) Senior High,582,107,18.4,    18.9,      30,     5.2,
19,64733,1931393,Los Angeles,Los Angeles Unified,Highland Park Continuation,5,0,0,NA,NA,NA,
19,64733,1934033,Los Angeles,Los Angeles Unified,Hollywood Senior High,459,41,8.9,    16.7,       5,     1.1,
19,64733,1931971,Los Angeles,Los Angeles Unified,Hope (John) Continuation,7,0,0,NA,NA,NA,
19,64733,1934157,Los Angeles,Los Angeles Unified,Huntington Park Senior High,574,91,15.9,    17.2,      12,     2.1,
19,64733,1931690,Los Angeles,Los Angeles Unified,Independence Continuation,23,0,0,NA,NA,NA,
19,64733,1930999,Los Angeles,Los Angeles Unified,Indian Springs Continuation,6,0,0,NA,NA,NA,
19,64733,1934371,Los Angeles,Los Angeles Unified,Jefferson (Thomas) Senior High,639,71,11.1,    15.5,       6,     0.9,
19,64733,0102764,Los Angeles,Los Angeles Unified,Johnson Community Day,10,0,0,NA,NA,NA,
19,64733,1934454,Los Angeles,Los Angeles Unified,Jordan (David Starr) Senior High,358,61,17,    15.8,       4,     1.1,
19,64733,1939941,Los Angeles,Los Angeles Unified,Kennedy (John F.) High,556,67,12.1,    19.3,      20,     3.6,
19,64733,1933001,Los Angeles,Los Angeles Unified,King/Drew Medical Magnet High,283,160,56.5,    18.5,      43,    15.2,
19,64733,1931583,Los Angeles,Los Angeles Unified,Kirk Douglas Continuation,13,0,0,NA,NA,NA,
19,64733,1931419,Los Angeles,Los Angeles Unified,Leonis (Miguel) Continuation,29,0,0,NA,NA,NA,
19,64733,1931435,Los Angeles,Los Angeles Unified,Lewis (Robert H.) Continuation,28,0,0,NA,NA,NA,
19,64733,1935121,Los Angeles,Los Angeles Unified,Lincoln (Abraham) Senior High,409,14,3.4,    18.8,       3,     0.7,
19,64733,1935154,Los Angeles,Los Angeles Unified,Locke (Alain Leroy) Senior High,295,4,1.4,NA,NA,NA,
19,64733,1931450,Los Angeles,Los Angeles Unified,London (Jack) Continuation,17,0,0,NA,NA,NA,
19,64733,1932847,Los Angeles,Los Angeles Unified,Los Angeles Center for Enriched Studies,189,57,30.2,    21.6,      30,    15.9,
19,64733,1935352,Los Angeles,Los Angeles Unified,Los Angeles Senior High,703,91,12.9,    18.3,      22,     3.1,
19,64733,1995489,Los Angeles,Los Angeles Unified,Los Angeles Unified Alternative Education,172,0,0,NA,NA,NA,
19,64733,1935519,Los Angeles,Los Angeles Unified,Manual Arts Senior High,704,155,22,    15.6,      11,     1.6,
19,64733,1935568,Los Angeles,Los Angeles Unified,Marshall (John) Senior High,781,123,15.7,    19.6,      54,     6.9,
19,64733,1930619,Los Angeles,Los Angeles Unified,McAlister (Harold) High (Opportunity),18,0,0,NA,NA,NA,
19,64733,1931468,Los Angeles,Los Angeles Unified,Metropolitan Continuation,36,0,0,NA,NA,NA,
19,64733,0102913,Los Angeles,Los Angeles Unified,Middle College High,62,6,9.7,NA,NA,NA,
19,64733,1935717,Los Angeles,Los Angeles Unified,Miller (Joaquin) High,1,0,0,NA,NA,NA,
19,64733,1931484,Los Angeles,Los Angeles Unified,Mission Continuation,12,0,0,NA,NA,NA,
19,64733,1930486,Los Angeles,Los Angeles Unified,Moneta Continuation,18,1,5.6,NA,NA,NA,
19,64733,1935865,Los Angeles,Los Angeles Unified,Monroe (James) High,599,70,11.7,    18.5,      18,     3.0,
19,64733,1931989,Los Angeles,Los Angeles Unified,Monterey Continuation,6,0,0,NA,NA,NA,
19,64733,1930791,Los Angeles,Los Angeles Unified,Mt. Lukens Continuation,14,0,0,NA,NA,NA,
19,64733,1936160,Los Angeles,Los Angeles Unified,Narbonne (Nathaniel) Senior High,499,75,15,    20.4,      36,     7.2,
19,64733,1930296,Los Angeles,Los Angeles Unified,Newmark (Harris) Continuation,8,0,0,NA,NA,NA,
19,64733,1936350,Los Angeles,Los Angeles Unified,North Hollywood Senior High,612,151,24.7,    18.7,      47,     7.7,
19,64733,1931997,Los Angeles,Los Angeles Unified,Odyssey Continuation,21,0,0,NA,NA,NA,
19,64733,1931500,Los Angeles,Los Angeles Unified,Owensmouth Continuation,23,0,0,NA,NA,NA,
19,64733,1995836,Los Angeles,Los Angeles Unified,Palisades Charter High,409,98,24,    21.4,      51,    12.5,
19,64733,1931518,Los Angeles,Los Angeles Unified,Patton (George S.) Continuation,8,0,0,NA,NA,NA,
19,64733,1930783,Los Angeles,Los Angeles Unified,Phoenix Continuation,10,0,0,NA,NA,NA,
19,64733,1930577,Los Angeles,Los Angeles Unified,Pueblo de Los Angeles Continuation,12,0,0,NA,NA,NA,
19,64733,1937085,Los Angeles,Los Angeles Unified,Ramona Opportunity High,18,0,0,NA,NA,NA,
19,64733,0102350,Los Angeles,Los Angeles Unified,Renaissance Academy Charter High,20,0,0,NA,NA,NA,
19,64733,0101683,Los Angeles,Los Angeles Unified,Renaissance Arts Academy,5,0,0,NA,NA,NA,
19,64733,1937226,Los Angeles,Los Angeles Unified,Reseda Senior High,495,44,8.9,    21.3,      25,     5.1,
19,64733,1930692,Los Angeles,Los Angeles Unified,Riley (Thomas) High,5,0,0,NA,NA,NA,
19,64733,1930973,Los Angeles,Los Angeles Unified,Rodia (Simon) Continuation,4,0,0,NA,NA,NA,
19,64733,1931534,Los Angeles,Los Angeles Unified,Rogers (Will) Continuation,12,0,0,NA,NA,NA,
19,64733,1937424,Los Angeles,Los Angeles Unified,Roosevelt (Theodore) Senior High,594,106,17.8,    17.0,      20,     3.4,
19,64733,1930551,Los Angeles,Los Angeles Unified,San Antonio Continuation,4,0,0,NA,NA,NA,
19,64733,1937622,Los Angeles,Los Angeles Unified,San Fernando Senior High,572,153,26.7,    17.8,      31,     5.4,
19,64733,1937838,Los Angeles,Los Angeles Unified,San Pedro Senior High,505,22,4.4,    23.9,      16,     3.2,
19,64733,1933233,Los Angeles,Los Angeles Unified,Sherman Oaks Center for Enriched Studies,190,37,19.5,    23.3,      28,    14.7,
19,64733,1938307,Los Angeles,Los Angeles Unified,South Gate Senior High,742,112,15.1,    17.8,      26,     3.5,
19,64733,1931559,Los Angeles,Los Angeles Unified,Stoney Point Continuation,13,0,0,NA,NA,NA,
19,64733,1938554,Los Angeles,Los Angeles Unified,Sylmar Senior High,773,37,4.8,    18.9,      12,     1.6,
19,64733,1938612,Los Angeles,Los Angeles Unified,Taft (William Howard) Senior High,735,102,13.9,    22.7,      67,     9.1,
19,64733,1932169,Los Angeles,Los Angeles Unified,Temescal Canyon Continuation,18,0,0,NA,NA,NA,
19,64733,6019475,Los Angeles,Los Angeles Unified,Thirty-Second St. USC Performing Arts,63,8,12.7,NA,NA,NA,
19,64733,1932250,Los Angeles,Los Angeles Unified,Thoreau (Henry David) Continuation,19,0,0,NA,NA,NA,
19,64733,1996073,Los Angeles,Los Angeles Unified,Tri-C Community Day,19,0,0,NA,NA,NA,
19,64733,1931575,Los Angeles,Los Angeles Unified,Truth (Sojourner) Continuation,4,0,0,NA,NA,NA,
19,64733,1938885,Los Angeles,Los Angeles Unified,University Senior High,396,32,8.1,    19.6,      12,     3.0,
19,64733,1931716,Los Angeles,Los Angeles Unified,Valley Alternative Magnet,37,16,43.2,    18.4,       1,     2.7,
19,64733,1938968,Los Angeles,Los Angeles Unified,Van Nuys Senior High,660,34,5.2,    24.4,      24,     3.6,
19,64733,1939040,Los Angeles,Los Angeles Unified,Venice Senior High,460,76,16.5,    21.8,      43,     9.3,
19,64733,1939107,Los Angeles,Los Angeles Unified,Verdugo Hills Senior High,331,6,1.8,NA,NA,NA,
19,64733,1930429,Los Angeles,Los Angeles Unified,View Park Continuation,5,0,0,NA,NA,NA,
19,64733,6121081,Los Angeles,Los Angeles Unified,View Park Preparatory Accelerated Charter Middle,2,0,0,NA,NA,NA,
19,64733,1939305,Los Angeles,Los Angeles Unified,Washington (George) Preparatory High,404,166,41.1,    15.1,       9,     2.2,
19,64733,1932391,Los Angeles,Los Angeles Unified,West Hollywood Opportunity,9,0,0,NA,NA,NA,
19,64733,1939479,Los Angeles,Los Angeles Unified,Westchester Senior High,331,125,37.8,    17.8,      29,     8.8,
19,64733,1931856,Los Angeles,Los Angeles Unified,Whitman Continuation,10,0,0,NA,NA,NA,
19,64733,1939784,Los Angeles,Los Angeles Unified,Widney (Joseph Pomeroy) High,2,1,50,NA,NA,NA,
19,64733,1939859,Los Angeles,Los Angeles Unified,Wilson (Woodrow) Senior High,403,112,27.8,    17.4,      21,     5.2,
19,64733,1930940,Los Angeles,Los Angeles Unified,Wooden (John R.) High,11,0,0,NA,NA,NA,
19,64733,1930403,Los Angeles,Los Angeles Unified,Young (Whitney) Continuation,12,0,0,NA,NA,NA,
19,64733,1995794,Los Angeles,Los Angeles Unified,Youth Opportunities Unlimited,55,0,0,NA,NA,NA,
19,64774,1935436,Los Angeles,Lynwood Unified,Lynwood High,898,111,12.4,    17.3,      17,     1.9,
19,64774,1935428,Los Angeles,Lynwood Unified,Vista High (Continuation),131,0,0,NA,NA,NA,
19,75333,1935808,Los Angeles,Manhattan Beach Unified,Mira Costa High,546,197,36.1,    24.4,     165,    30.2,
19,64790,1935899,Los Angeles,Monrovia Unified,Canyon Oaks High,64,0,0,NA,NA,NA,
19,64790,1935923,Los Angeles,Monrovia Unified,Monrovia High,376,33,8.8,    20.7,      18,     4.8,
19,64790,1996404,Los Angeles,Monrovia Unified,Mountain Park,22,0,0,NA,NA,NA,
19,64808,1930825,Los Angeles,Montebello Unified,Bell Gardens High,658,68,10.3,    17.0,      11,     1.7,
19,64808,1996388,Los Angeles,Montebello Unified,Montebello Community Day,134,0,0,NA,NA,NA,
19,64808,1935998,Los Angeles,Montebello Unified,Montebello High,699,45,6.4,    17.8,       8,     1.1,
19,64808,1930155,Los Angeles,Montebello Unified,Schurr High,676,11,1.6,    20.6,       5,     0.7,
19,64808,1938927,Los Angeles,Montebello Unified,Vail High (Continuation),300,0,0,NA,NA,NA,
19,64840,1936475,Los Angeles,Norwalk-La Mirada Unified,El Camino High (Continuation),80,0,0,NA,NA,NA,
19,64840,1933647,Los Angeles,Norwalk-La Mirada Unified,Glenn (John H.) High,431,73,16.9,    16.9,       9,     2.1,
19,64840,1934728,Los Angeles,Norwalk-La Mirada Unified,La Mirada High,484,55,11.4,    20.4,      26,     5.4,
19,64840,1936467,Los Angeles,Norwalk-La Mirada Unified,Norwalk High,439,7,1.6,NA,NA,NA,
19,64865,1996552,Los Angeles,Palos Verdes Peninsula Unified,Palos Verdes High,129,44,34.1,    24.2,      35,    27.1,
19,64865,1995588,Los Angeles,Palos Verdes Peninsula Unified,Palos Verdes Peninsula High,689,196,28.4,    25.7,     164,    23.8,
19,64865,1933308,Los Angeles,Palos Verdes Peninsula Unified,Rancho del Mar High (Continuation),48,0,0,NA,NA,NA,
19,64873,1936756,Los Angeles,Paramount Unified,Paramount Continuation High,67,0,0,NA,NA,NA,
19,64873,1936749,Los Angeles,Paramount Unified,Paramount High,811,61,7.5,    17.9,      13,     1.6,
19,64873,1996370,Los Angeles,Paramount Unified,Paramount High School Academy,116,0,0,NA,NA,NA,
19,64873,1996107,Los Angeles,Paramount Unified,Paramount Unified Community Day,1,0,0,NA,NA,NA,
19,64881,1931062,Los Angeles,Pasadena Unified,Blair High,221,20,9,    17.5,       2,     0.9,
19,64881,1931674,Los Angeles,Pasadena Unified,Marshall Fundamental,264,22,8.3,    18.4,       7,     2.7,
19,64881,1936103,Los Angeles,Pasadena Unified,Muir High,298,50,16.8,    17.4,      10,     3.4,
19,64881,1936822,Los Angeles,Pasadena Unified,Pasadena High,580,39,6.7,    18.8,      12,     2.1,
19,64881,6021711,Los Angeles,Pasadena Unified,Roosevelt Elementary,8,0,0,NA,NA,NA,
19,64881,1936806,Los Angeles,Pasadena Unified,Rose City High (Continuation),39,0,0,NA,NA,NA,
19,64907,1995901,Los Angeles,Pomona Unified,Diamond Ranch High,424,44,10.4,    20.8,      22,     5.2,
19,64907,1933175,Los Angeles,Pomona Unified,Ganesha Senior High,231,17,7.4,    17.6,       1,     0.4,
19,64907,1933324,Los Angeles,Pomona Unified,Garey Senior High,376,5,1.3,NA,NA,NA,
19,64907,1936772,Los Angeles,Pomona Unified,Park West High (Continuation),56,0,0,NA,NA,NA,
19,64907,1995547,Los Angeles,Pomona Unified,Pomona Alternative,102,0,0,NA,NA,NA,
