"County
Number","District
Number","School
Number","County
Name",District Name,School Name,Enrollment,Number tested,"Percent
tested","Average
score",Total scores above 21,Percent scores above 21
19,64337,1931187,LOS ANGELES,BURBANK UNIFIED,BURBANK HIGH,433,43,9.9,20.9,22,5.1
19,64337,1931237,LOS ANGELES,BURBANK UNIFIED,BURROUGHS HIGH,447,10,2.2,NA,NA,NA
19,64352,1933951,LOS ANGELES,CENTINELA VALLEY UNION HIGH,HAWTHORNE HIGH,717,66,9.2,18.9,21,2.9
19,64352,1935048,LOS ANGELES,CENTINELA VALLEY UNION HIGH,LEUZINGER HIGH,532,47,8.8,15.9,4,0.8
19,64378,1931666,LOS ANGELES,CHARTER OAK UNIFIED,CHARTER OAK HIGH,401,6,1.5,NA,NA,NA
19,64394,1931823,LOS ANGELES,CLAREMONT UNIFIED,CLAREMONT HIGH,530,36,6.8,23.1,24,4.5
19,64436,1932086,LOS ANGELES,COVINA-VALLEY UNIFIED,COVINA HIGH,277,12,4.3,23.9,11,4
19,64436,1936418,LOS ANGELES,COVINA-VALLEY UNIFIED,NORTHVIEW HIGH,238,4,1.7,NA,NA,NA
19,64436,1938372,LOS ANGELES,COVINA-VALLEY UNIFIED,SOUTH HILLS HIGH,341,13,3.8,26.5,12,3.5
19,64444,1932201,LOS ANGELES,CULVER CITY UNIFIED,CULVER CITY SENIOR HIGH,393,53,13.5,20.8,27,6.9
19,64451,1932441,LOS ANGELES,DOWNEY UNIFIED,DOWNEY HIGH,642,24,3.7,22.9,14,2.2
19,64451,1939164,LOS ANGELES,DOWNEY UNIFIED,WARREN HIGH,616,36,5.8,23.3,26,4.2
19,64469,1932482,LOS ANGELES,DUARTE UNIFIED,DUARTE HIGH,185,8,4.3,NA,NA,NA
19,64519,1930320,LOS ANGELES,EL MONTE UNION HIGH,ARROYO HIGH,480,48,10,20.4,24,5
19,64519,1932664,LOS ANGELES,EL MONTE UNION HIGH,EL MONTE HIGH,441,37,8.4,17.3,6,1.4
19,64519,1932680,LOS ANGELES,EL MONTE UNION HIGH,MOUNTAIN VIEW HIGH,373,28,7.5,19.9,13,3.5
19,64519,1937481,LOS ANGELES,EL MONTE UNION HIGH,ROSEMEAD HIGH,412,64,15.5,20.4,28,6.8
19,64519,1995661,LOS ANGELES,EL MONTE UNION HIGH,SOUTH EL MONTE HIGH,296,44,14.9,17.9,8,2.7
19,64527,1932698,LOS ANGELES,EL RANCHO UNIFIED,SALAZAR (RUBEN) CONTINUATION,25,0,0,0.0,0,0
19,64527,1932706,LOS ANGELES,EL RANCHO UNIFIED,EL RANCHO HIGH,614,88,14.3,19.3,30,4.9
19,64535,1932763,LOS ANGELES,EL SEGUNDO UNIFIED,EL SEGUNDO HIGH,197,10,5.1,NA,NA,NA
19,64568,1932144,LOS ANGELES,GLENDALE UNIFIED,CRESCENTA VALLEY SENIOR HIGH,573,41,7.2,23.1,29,5.1
19,64568,1933530,LOS ANGELES,GLENDALE UNIFIED,GLENDALE SENIOR HIGH,857,78,9.1,21.4,45,5.3
19,64568,1934082,LOS ANGELES,GLENDALE UNIFIED,HOOVER (HERBERT) SENIOR HIGH,754,36,4.8,20.0,13,1.7
19,64576,1933597,LOS ANGELES,GLENDORA UNIFIED,GLENDORA HIGH,553,70,12.7,24.1,54,9.8
19,64576,1939677,LOS ANGELES,GLENDORA UNIFIED,WHITCOMB CONTINUATION HIGH,9,0,0,0.0,0,0
19,64634,1934231,LOS ANGELES,INGLEWOOD UNIFIED,INGLEWOOD HIGH,423,61,14.4,17.0,10,2.4
19,64634,1936046,LOS ANGELES,INGLEWOOD UNIFIED,MORNINGSIDE HIGH,237,14,5.9,15.8,0,0
19,64659,1934611,LOS ANGELES,LA CANADA UNIFIED,LA CANADA HIGH,351,40,11.4,25.0,33,9.4
19,64683,1930080,LOS ANGELES,LAS VIRGENES UNIFIED,AGOURA HIGH,414,70,16.9,24.0,55,13.3
19,64683,1931781,LOS ANGELES,LAS VIRGENES UNIFIED,CALABASAS HIGH,409,101,24.7,24.6,87,21.3
19,64725,1930411,LOS ANGELES,LONG BEACH UNIFIED,AVALON (K-12),49,1,2,NA,NA,NA
19,64725,1934470,LOS ANGELES,LONG BEACH UNIFIED,JORDAN HIGH,856,41,4.8,17.4,9,1.1
19,64725,1934678,LOS ANGELES,LONG BEACH UNIFIED,LAKEWOOD HIGH,781,12,1.5,20.0,4,0.5
19,64725,1935758,LOS ANGELES,LONG BEACH UNIFIED,MILLIKAN SENIOR HIGH,842,60,7.1,20.3,24,2.9
19,64725,1936947,LOS ANGELES,LONG BEACH UNIFIED,POLYTECHNIC HIGH,1116,160,14.3,19.3,52,4.7
19,64725,1937176,LOS ANGELES,LONG BEACH UNIFIED,REID SENIOR HIGH (CONT.),95,0,0,0.0,0,0
19,64725,1939875,LOS ANGELES,LONG BEACH UNIFIED,WILSON HIGH,824,49,5.9,17.8,11,1.3
19,64725,1995539,LOS ANGELES,LONG BEACH UNIFIED,CALIFORNIA ACADEMY OF MATHEMAT,126,47,37.3,22.4,34,27
19,64725,1995935,LOS ANGELES,LONG BEACH UNIFIED,CABRILLO (JUAN RODRIGUEZ) HIGH,323,19,5.9,18.2,3,0.9
19,64733,1930387,LOS ANGELES,LOS ANGELES UNIFIED,CENTRAL CONTINUATION,163,0,0,0.0,0,0
19,64733,1930650,LOS ANGELES,LOS ANGELES UNIFIED,BANNING (PHINEAS) SENIOR HIGH,571,63,11,17.6,13,2.3
19,64733,1930866,LOS ANGELES,LOS ANGELES UNIFIED,BELL SENIOR HIGH,659,114,17.3,17.2,16,2.4
19,64733,1930924,LOS ANGELES,LOS ANGELES UNIFIED,BELMONT SENIOR HIGH,723,14,1.9,16.4,2,0.3
19,64733,1931047,LOS ANGELES,LOS ANGELES UNIFIED,BIRMINGHAM SENIOR HIGH,511,56,11,19.6,23,4.5
19,64733,1931054,LOS ANGELES,LOS ANGELES UNIFIED,WESTSIDE LEADERSHIP MAGNET,15,0,0,0.0,0,0
19,64733,1931070,LOS ANGELES,LOS ANGELES UNIFIED,MID CITY MAGNET,11,1,9.1,NA,NA,NA
19,64733,1931351,LOS ANGELES,LOS ANGELES UNIFIED,DEL REY CONTINUATION,5,0,0,0.0,0,0
19,64733,1931377,LOS ANGELES,LOS ANGELES UNIFIED,EARHART (AMELIA) CONTINUATION,9,0,0,0.0,0,0
19,64733,1931435,LOS ANGELES,LOS ANGELES UNIFIED,LEWIS (ROBERT H.) CONTINUATION,13,0,0,0.0,0,0
19,64733,1931450,LOS ANGELES,LOS ANGELES UNIFIED,LONDON (JACK) CONTINUATION,15,0,0,0.0,0,0
19,64733,1931476,LOS ANGELES,LOS ANGELES UNIFIED,CANOGA PARK SENIOR HIGH,228,17,7.5,22.6,13,5.7
19,64733,1931526,LOS ANGELES,LOS ANGELES UNIFIED,CARSON SENIOR HIGH,538,110,20.4,17.6,25,4.6
19,64733,1931682,LOS ANGELES,LOS ANGELES UNIFIED,GREY (ZANE) CONTINUATION,27,0,0,0.0,0,0
19,64733,1931708,LOS ANGELES,LOS ANGELES UNIFIED,CHATSWORTH SENIOR HIGH,604,71,11.8,21.4,41,6.8
19,64733,1931716,LOS ANGELES,LOS ANGELES UNIFIED,VALLEY MAGNET,33,2,6.1,NA,NA,NA
19,64733,1931864,LOS ANGELES,LOS ANGELES UNIFIED,CLEVELAND (GROVER) HIGH,475,45,9.5,21.4,26,5.5
19,64733,1932128,LOS ANGELES,LOS ANGELES UNIFIED,CRENSHAW SENIOR HIGH,479,76,15.9,16.4,7,1.5
19,64733,1932169,LOS ANGELES,LOS ANGELES UNIFIED,TEMESCAL CANYON CONTINUATION (,22,0,0,0.0,0,0
19,64733,1932383,LOS ANGELES,LOS ANGELES UNIFIED,DORSEY (SUSAN MILLER) SENIOR H,264,43,16.3,15.9,4,1.5
19,64733,1932540,LOS ANGELES,LOS ANGELES UNIFIED,EAGLE ROCK JUNIOR-SENIOR HIGH,416,30,7.2,22.4,23,5.5
19,64733,1932623,LOS ANGELES,LOS ANGELES UNIFIED,EL CAMINO REAL SENIOR HIGH,721,99,13.7,21.3,50,6.9
19,64733,1932847,LOS ANGELES,LOS ANGELES UNIFIED,LOS ANGELES CENTER FOR ENRICHE,191,83,43.5,19.8,36,18.8
19,64733,1932888,LOS ANGELES,LOS ANGELES UNIFIED,DOWNTOWN BUSINESS HIGH,208,42,20.2,17.5,6,2.9
19,64733,1932920,LOS ANGELES,LOS ANGELES UNIFIED,FAIRFAX SENIOR HIGH,373,54,14.5,18.2,16,4.3
19,64733,1932987,LOS ANGELES,LOS ANGELES UNIFIED,FRANCIS (JOHN H.) POLYTECHNIC,588,83,14.1,16.5,10,1.7
19,64733,1933001,LOS ANGELES,LOS ANGELES UNIFIED,KING/DREW MEDICAL MAGNET HIGH,73,21,28.8,18.4,4,5.5
19,64733,1933043,LOS ANGELES,LOS ANGELES UNIFIED,FRANKLIN (BENJAMIN) SENIOR HIG,459,51,11.1,17.2,10,2.2
19,64733,1933118,LOS ANGELES,LOS ANGELES UNIFIED,FREMONT (JOHN C.) SENIOR HIGH,597,54,9,15.6,5,0.8
19,64733,1933233,LOS ANGELES,LOS ANGELES UNIFIED,SHERMAN OAKS CTR. FOR ENRICHED,179,33,18.4,21.0,19,10.6
19,64733,1933241,LOS ANGELES,LOS ANGELES UNIFIED,GARDENA SENIOR HIGH,485,38,7.8,16.4,4,0.8
19,64733,1933282,LOS ANGELES,LOS ANGELES UNIFIED,JOHNSON (DOROTHY V.) OPPORTUNI,3,0,0,0.0,0,0
19,64733,1933381,LOS ANGELES,LOS ANGELES UNIFIED,GARFIELD (JAMES A.) SENIOR HIG,645,111,17.2,16.7,15,2.3
19,64733,1933746,LOS ANGELES,LOS ANGELES UNIFIED,GRANADA HILLS SENIOR HIGH,660,116,17.6,21.7,68,10.3
19,64733,1933795,LOS ANGELES,LOS ANGELES UNIFIED,GRANT (ULYSSES S.) SENIOR HIGH,539,50,9.3,20.9,23,4.3
19,64733,1933852,LOS ANGELES,LOS ANGELES UNIFIED,HAMILTON (ALEXANDER) SENIOR HI,501,60,12,19.9,25,5
19,64733,1934033,LOS ANGELES,LOS ANGELES UNIFIED,HOLLYWOOD SENIOR HIGH,418,26,6.2,18.4,8,1.9
19,64733,1934157,LOS ANGELES,LOS ANGELES UNIFIED,HUNTINGTON PARK SENIOR HIGH,692,115,16.6,17.5,19,2.7
19,64733,1934371,LOS ANGELES,LOS ANGELES UNIFIED,JEFFERSON (THOMAS) SENIOR HIGH,420,58,13.8,15.7,4,1
19,64733,1934454,LOS ANGELES,LOS ANGELES UNIFIED,JORDAN (DAVID STARR) SENIOR HI,294,56,19,14.5,0,0
19,64733,1935121,LOS ANGELES,LOS ANGELES UNIFIED,LINCOLN (ABRAHAM) SENIOR HIGH,378,42,11.1,17.8,10,2.6
19,64733,1935154,LOS ANGELES,LOS ANGELES UNIFIED,LOCKE (ALAIN LEROY) SENIOR HIG,234,8,3.4,NA,NA,NA
19,64733,1935352,LOS ANGELES,LOS ANGELES UNIFIED,LOS ANGELES SENIOR HIGH,566,87,15.4,18.8,25,4.4
19,64733,1935519,LOS ANGELES,LOS ANGELES UNIFIED,MANUAL ARTS SENIOR HIGH,551,78,14.2,15.7,5,0.9
19,64733,1935568,LOS ANGELES,LOS ANGELES UNIFIED,MARSHALL (JOHN) SENIOR HIGH,842,97,11.5,18.7,31,3.7
19,64733,1935865,LOS ANGELES,LOS ANGELES UNIFIED,MONROE (JAMES) HIGH,706,33,4.7,18.2,8,1.1
19,64733,1936160,LOS ANGELES,LOS ANGELES UNIFIED,NARBONNE (NATHANIEL) SENIOR HI,457,72,15.8,18.7,21,4.6
19,64733,1936350,LOS ANGELES,LOS ANGELES UNIFIED,NORTH HOLLYWOOD SENIOR HIGH,550,79,14.4,19.6,28,5.1
19,64733,1937226,LOS ANGELES,LOS ANGELES UNIFIED,RESEDA SENIOR HIGH,367,39,10.6,21.0,25,6.8
19,64733,1937424,LOS ANGELES,LOS ANGELES UNIFIED,ROOSEVELT (THEODORE) SENIOR HI,730,188,25.8,17.3,35,4.8
19,64733,1937622,LOS ANGELES,LOS ANGELES UNIFIED,SAN FERNANDO SENIOR HIGH,660,108,16.4,18.4,25,3.8
19,64733,1937838,LOS ANGELES,LOS ANGELES UNIFIED,SAN PEDRO SENIOR HIGH,553,86,15.6,21.5,47,8.5
19,64733,1938307,LOS ANGELES,LOS ANGELES UNIFIED,SOUTH GATE SENIOR HIGH,748,160,21.4,16.4,16,2.1
19,64733,1938554,LOS ANGELES,LOS ANGELES UNIFIED,SYLMAR SENIOR HIGH,446,31,7,19.4,10,2.2
19,64733,1938612,LOS ANGELES,LOS ANGELES UNIFIED,TAFT (WILLIAM HOWARD) SENIOR H,551,108,19.6,20.6,50,9.1
19,64733,1938885,LOS ANGELES,LOS ANGELES UNIFIED,UNIVERSITY SENIOR HIGH,418,26,6.2,19.5,11,2.6
19,64733,1938968,LOS ANGELES,LOS ANGELES UNIFIED,VAN NUYS SENIOR HIGH,618,38,6.1,21.8,22,3.6
19,64733,1939040,LOS ANGELES,LOS ANGELES UNIFIED,VENICE SENIOR HIGH,420,108,25.7,20.9,52,12.4
19,64733,1939107,LOS ANGELES,LOS ANGELES UNIFIED,VERDUGO HILLS SENIOR HIGH,311,4,1.3,NA,NA,NA
19,64733,1939305,LOS ANGELES,LOS ANGELES UNIFIED,WASHINGTON (GEORGE) PREPARATOR,412,115,27.9,15.8,11,2.7
19,64733,1939479,LOS ANGELES,LOS ANGELES UNIFIED,WESTCHESTER SENIOR HIGH,415,141,34,18.5,39,9.4
19,64733,1939859,LOS ANGELES,LOS ANGELES UNIFIED,WILSON (WOODROW) SENIOR HIGH,415,76,18.3,18.0,16,3.9
19,64733,1939941,LOS ANGELES,LOS ANGELES UNIFIED,KENNEDY (JOHN F.) HIGH,496,51,10.3,18.9,13,2.6
19,64733,1995448,LOS ANGELES,LOS ANGELES UNIFIED,BRAVO (FRANCISCO) MEDICAL MAGN,363,127,35,20.3,65,17.9
19,64733,1995455,LOS ANGELES,LOS ANGELES UNIFIED,MIDDLE COLLEGE HIGH (ALTERNATI,56,7,12.5,NA,NA,NA
19,64733,1995794,LOS ANGELES,LOS ANGELES UNIFIED,YOUTH OPPORTUNITIES UNLIMITED,38,0,0,0.0,0,0
19,64733,1995836,LOS ANGELES,LOS ANGELES UNIFIED,PALISADES CHARTER HIGH,451,73,16.2,20.5,36,8
19,64733,6016885,LOS ANGELES,LOS ANGELES UNIFIED,ELIZABETH LEARNING CENTER (K-1,115,8,7,NA,NA,NA
19,64733,6019475,LOS ANGELES,LOS ANGELES UNIFIED,THIRTY-SECOND ST. USC PERFORMI,56,0,0,0.0,0,0
19,64733,6061451,LOS ANGELES,LOS ANGELES UNIFIED,FOSHAY LEARNING CENTER (K-12),129,46,35.7,17.0,7,5.4
19,64774,1935436,LOS ANGELES,LYNWOOD UNIFIED,LYNWOOD HIGH,756,65,8.6,16.8,10,1.3
19,64790,1935923,LOS ANGELES,MONROVIA UNIFIED,MONROVIA HIGH,357,12,3.4,21.5,6,1.7
19,64808,1930155,LOS ANGELES,MONTEBELLO UNIFIED,SCHURR HIGH,595,13,2.2,22.2,7,1.2
19,64808,1930825,LOS ANGELES,MONTEBELLO UNIFIED,BELL GARDENS HIGH,552,7,1.3,NA,NA,NA
19,64808,1935998,LOS ANGELES,MONTEBELLO UNIFIED,MONTEBELLO HIGH,570,3,0.5,NA,NA,NA
19,64808,1938927,LOS ANGELES,MONTEBELLO UNIFIED,VAIL HIGH (CONT.),42,0,0,0.0,0,0
19,64840,1933647,LOS ANGELES,NORWALK-LA MIRADA UNIFIED,GLENN (JOHN H.) HIGH,363,37,10.2,18.5,10,2.8
19,64840,1934728,LOS ANGELES,NORWALK-LA MIRADA UNIFIED,LA MIRADA HIGH,464,7,1.5,NA,NA,NA
19,64840,1936467,LOS ANGELES,NORWALK-LA MIRADA UNIFIED,NORWALK HIGH,375,9,2.4,NA,NA,NA
19,64865,1933308,LOS ANGELES,PALOS VERDES PENINSULA UNIFIED,RANCHO DEL MAR HIGH (CONT.),61,0,0,0.0,0,0
19,64865,1995588,LOS ANGELES,PALOS VERDES PENINSULA UNIFIED,PALOS VERDES PENINSULA HIGH,705,117,16.6,24.7,94,13.3
19,64873,1936749,LOS ANGELES,PARAMOUNT UNIFIED,PARAMOUNT HIGH,749,20,2.7,20.2,9,1.2
19,64881,1931062,LOS ANGELES,PASADENA UNIFIED,BLAIR HIGH,219,39,17.8,18.2,8,3.7
19,64881,1931674,LOS ANGELES,PASADENA UNIFIED,MARSHALL FUNDAMENTAL,234,23,9.8,18.7,10,4.3
19,64881,1936103,LOS ANGELES,PASADENA UNIFIED,MUIR HIGH,353,43,12.2,17.0,10,2.8
19,64881,1936822,LOS ANGELES,PASADENA UNIFIED,PASADENA HIGH,418,67,16,18.0,20,4.8
19,64907,1933175,LOS ANGELES,POMONA UNIFIED,GANESHA SENIOR HIGH,263,20,7.6,17.7,4,1.5
19,64907,1933324,LOS ANGELES,POMONA UNIFIED,GAREY SENIOR HIGH,427,5,1.2,NA,NA,NA
19,64907,1937028,LOS ANGELES,POMONA UNIFIED,POMONA SENIOR HIGH,313,63,20.1,18.3,18,5.8
19,64907,1995547,LOS ANGELES,POMONA UNIFIED,POMONA ALTERNATIVE (PAS),133,0,0,0.0,0,0
19,64964,1937754,LOS ANGELES,SAN MARINO UNIFIED,SAN MARINO HIGH,287,15,5.2,26.1,14,4.9
19,64980,1938000,LOS ANGELES,SANTA MONICA-MALIBU UNIFIED,SANTA MONICA HIGH,687,125,18.2,22.0,71,10.3
19,64980,1995737,LOS ANGELES,SANTA MONICA-MALIBU UNIFIED,MALIBU HIGH,149,18,12.1,24.8,16,10.7
19,65029,1938455,LOS ANGELES,SOUTH PASADENA UNIFIED,SOUTH PASADENA SENIOR HIGH,332,18,5.4,23.3,14,4.2
19,65052,1938679,LOS ANGELES,TEMPLE CITY UNIFIED,TEMPLE CITY HIGH,409,27,6.6,23.0,19,4.6
19,65060,1936277,LOS ANGELES,TORRANCE UNIFIED,NORTH HIGH,439,53,12.1,19.9,20,4.6
19,65060,1938356,LOS ANGELES,TORRANCE UNIFIED,SOUTH HIGH,465,56,12,23.0,42,9
19,65060,1938752,LOS ANGELES,TORRANCE UNIFIED,TORRANCE HIGH,391,28,7.2,22.6,18,4.6
19,65060,1939602,LOS ANGELES,TORRANCE UNIFIED,WEST HIGH,397,10,2.5,NA,NA,NA
19,65094,1939537,LOS ANGELES,WEST COVINA UNIFIED,WEST COVINA HIGH,488,13,2.7,21.2,7,1.4
19,65128,1931302,LOS ANGELES,WHITTIER UNION HIGH,CALIFORNIA HIGH,368,11,3,21.9,7,1.9
19,65128,1934868,LOS ANGELES,WHITTIER UNION HIGH,LA SERNA HIGH,385,19,4.9,21.6,12,3.1
19,65128,1936889,LOS ANGELES,WHITTIER UNION HIGH,PIONEER HIGH,216,12,5.6,19.7,6,2.8
19,65128,1937903,LOS ANGELES,WHITTIER UNION HIGH,SANTA FE HIGH,389,93,23.9,18.6,31,8
19,65128,1939701,LOS ANGELES,WHITTIER UNION HIGH,WHITTIER HIGH,263,5,1.9,NA,NA,NA
19,65128,1995653,LOS ANGELES,WHITTIER UNION HIGH,SIERRA VISTA HIGH (ALTER.),162,0,0,0.0,0,0
19,65136,1931492,LOS ANGELES,WILLIAM S. HART UNION HIGH,CANYON HIGH,489,37,7.6,23.5,24,4.9
19,65136,1931740,LOS ANGELES,WILLIAM S. HART UNION HIGH,SAUGUS HIGH,479,24,5,23.8,20,4.2
19,65136,1932532,LOS ANGELES,WILLIAM S. HART UNION HIGH,LEARNING POST HIGH (ALTER.),49,0,0,0.0,0,0
19,65136,1933902,LOS ANGELES,WILLIAM S. HART UNION HIGH,HART (WILLIAM S.) SENIOR HIGH,509,36,7.1,24.2,26,5.1
19,65136,1995802,LOS ANGELES,WILLIAM S. HART UNION HIGH,VALENCIA HIGH,595,49,8.2,23.7,38,6.4
19,73437,1931567,LOS ANGELES,COMPTON UNIFIED,CENTENNIAL HIGH,268,22,8.2,15.3,1,0.4
19,73437,1931963,LOS ANGELES,COMPTON UNIFIED,COMPTON HIGH,236,54,22.9,16.4,10,4.2
19,73437,1932326,LOS ANGELES,COMPTON UNIFIED,DOMINGUEZ HIGH,375,17,4.5,14.8,1,0.3
19,73437,1996057,LOS ANGELES,COMPTON UNIFIED,MARSHALL (THURGOOD),69,0,0,0.0,0,0
19,73445,1934801,LOS ANGELES,HACIENDA LA PUENTE UNIFIED,LA PUENTE HIGH,350,41,11.7,18.3,11,3.1
19,73445,1935246,LOS ANGELES,HACIENDA LA PUENTE UNIFIED,LOS ALTOS HIGH,425,13,3.1,22.9,11,2.6
19,73445,1939834,LOS ANGELES,HACIENDA LA PUENTE UNIFIED,WILSON (GLEN A.) HIGH,391,15,3.8,22.9,10,2.6
19,73445,1939925,LOS ANGELES,HACIENDA LA PUENTE UNIFIED,WORKMAN (WILLIAM) HIGH,322,9,2.8,NA,NA,NA
19,73452,1936228,LOS ANGELES,ROWLAND UNIFIED,NOGALES HIGH,540,28,5.2,19.1,11,2
19,73452,1937564,LOS ANGELES,ROWLAND UNIFIED,ROWLAND (JOHN A.) HIGH,634,100,15.8,21.2,53,8.4
19,73460,1932862,LOS ANGELES,WALNUT VALLEY UNIFIED,DIAMOND BAR HIGH,742,54,7.3,23.9,40,5.4
19,73460,1937747,LOS ANGELES,WALNUT VALLEY UNIFIED,DEL PASO HIGH (CONT.),94,0,0,0.0,0,0
19,73460,1939149,LOS ANGELES,WALNUT VALLEY UNIFIED,WALNUT HIGH,563,35,6.2,23.4,24,4.3
19,75291,1995810,LOS ANGELES,SAN GABRIEL UNIFIED,GABRIELINO HIGH,316,18,5.7,19.9,6,1.9
19,75309,1995786,LOS ANGELES,ACTON-AGUA DULCE UNIFIED,VASQUEZ HIGH,92,6,6.5,NA,NA,NA
19,75333,1935808,LOS ANGELES,MANHATTAN BEACH UNIFIED,MIRA COSTA HIGH,481,170,35.3,23.4,130,27
19,75341,1937143,LOS ANGELES,REDONDO BEACH UNIFIED,REDONDO HIGH,417,87,20.9,21.6,50,12
19,75341,1995752,LOS ANGELES,REDONDO BEACH UNIFIED,REDONDO SHORES HIGH (CONT.),88,0,0,0.0,0,0
20,65201,2032357,MADERA,CHOWCHILLA UNION HIGH,CHOWCHILLA HIGH,195,5,2.6,NA,NA,NA
20,65243,2035707,MADERA,MADERA UNIFIED,MADERA HIGH,755,78,10.3,20.2,37,4.9
20,73734,2030013,MADERA,YOSEMITE JOINT UNION HIGH,YOSEMITE HIGH,273,82,30,20.9,41,15
21,65417,2130045,MARIN,NOVATO UNIFIED,NOVA EDUCATION CENTER (INDEP.,32,1,3.1,NA,NA,NA
21,65417,2132264,MARIN,NOVATO UNIFIED,NORTH MARIN HIGH (CONT.),35,0,0,0.0,0,0
21,65417,2132272,MARIN,NOVATO UNIFIED,NOVATO HIGH,227,54,23.8,22.8,34,15
21,65417,2133056,MARIN,NOVATO UNIFIED,SAN MARIN HIGH,217,8,3.7,NA,NA,NA
21,65466,2133262,MARIN,SAN RAFAEL CITY HIGH,SAN RAFAEL HIGH,187,10,5.3,NA,NA,NA
21,65466,2134005,MARIN,SAN RAFAEL CITY HIGH,TERRA LINDA HIGH,216,7,3.2,NA,NA,NA
21,65482,2130078,MARIN,TAMALPAIS UNION HIGH,TAMISCAL HIGH (ALTER.),32,3,9.4,NA,NA,NA
21,65482,2131340,MARIN,TAMALPAIS UNION HIGH,SIR FRANCIS DRAKE HIGH,212,22,10.4,23.3,19,9
21,65482,2132587,MARIN,TAMALPAIS UNION HIGH,REDWOOD HIGH,304,89,29.3,23.5,66,21.7
21,65482,2133692,MARIN,TAMALPAIS UNION HIGH,TAMALPAIS HIGH,219,60,27.4,24.2,46,21
21,65482,2134419,MARIN,TAMALPAIS UNION HIGH,SAN ANDREAS HIGH (ALTER.),56,0,0,0.0,0,0
21,73361,2134310,MARIN,SHORELINE UNIFIED,TOMALES HIGH,59,18,30.5,21.6,8,13.6
22,65532,2235356,MARIPOSA,MARIPOSA COUNTY UNIFIED,MARIPOSA COUNTY HIGH,170,31,18.2,23.3,22,12.9
23,65540,2330900,MENDOCINO,ANDERSON VALLEY UNIFIED,ANDERSON VALLEY JR./SR. HIGH,41,7,17.1,NA,NA,NA
23,65565,2331361,MENDOCINO,FORT BRAGG UNIFIED,FORT BRAGG HIGH,145,1,0.7,NA,NA,NA
23,65581,2330090,MENDOCINO,MENDOCINO UNIFIED,MENDOCINO COMMUNITY HIGH (CONT,15,0,0,0.0,0,0
23,65581,2333185,MENDOCINO,MENDOCINO UNIFIED,MENDOCINO HIGH,65,9,13.8,NA,NA,NA
23,65599,2333649,MENDOCINO,POINT ARENA JOINT UNION HIGH,POINT ARENA HIGH,47,4,8.5,NA,NA,NA
23,65607,2334563,MENDOCINO,ROUND VALLEY UNIFIED,ROUND VALLEY HIGH,25,2,8,NA,NA,NA
23,65615,2335024,MENDOCINO,UKIAH UNIFIED,UKIAH HIGH,396,49,12.4,24.0,41,10.4
23,65623,2335487,MENDOCINO,WILLITS UNIFIED,WILLITS HIGH,128,10,7.8,NA,NA,NA
23,73866,2330041,MENDOCINO,POTTER VALLEY COMMUNITY UNIFIE,POTTER VALLEY HIGH,18,0,0,0.0,0,0
23,73916,2332260,MENDOCINO,LAYTONVILLE UNIFIED,LAYTONVILLE HIGH,54,6,11.1,NA,NA,NA
24,65698,2432409,MERCED,HILMAR UNIFIED,HILMAR HIGH,151,5,3.3,NA,NA,NA
24,65730,2433001,MERCED,LE GRAND UNION HIGH,LE GRAND HIGH,94,0,0,0.0,0,0
24,65755,2434207,MERCED,LOS BANOS UNIFIED,LOS BANOS HIGH,356,26,7.3,20.5,10,2.8
24,65789,2430098,MERCED,MERCED UNION HIGH,GOLDEN VALLEY HIGH,430,79,18.4,21.6,45,10.5
24,65789,2430601,MERCED,MERCED UNION HIGH,ATWATER HIGH,499,55,11,20.5,29,5.8
24,65789,2433605,MERCED,MERCED UNION HIGH,LIVINGSTON HIGH,289,55,19,18.6,14,4.8
24,65789,2435204,MERCED,MERCED UNION HIGH,MERCED HIGH,594,59,9.9,20.3,24,4
24,73619,2431807,MERCED,GUSTINE UNIFIED,GUSTINE HIGH,112,7,6.2,NA,NA,NA
24,75317,2431203,MERCED,DOS PALOS ORO LOMA JT. UNIFIED,DOS PALOS HIGH,145,12,8.3,19.6,4,2.8
25,65896,2537702,MODOC,SURPRISE VALLEY JOINT UNIFIED,SURPRISE VALLEY HIGH,15,2,13.3,NA,NA,NA
25,73585,2535409,MODOC,MODOC JOINT UNIFIED,MODOC HIGH,68,9,13.2,NA,NA,NA
25,73593,4737250,MODOC,TULELAKE BASIN JOINT UNIFIED,TULELAKE HIGH,40,20,50,21.2,11,27.5
26,73668,2630051,MONO,EASTERN SIERRA UNIFIED,EASTERN SIERRA ACADEMY (HIGH),5,2,40,NA,NA,NA
26,73668,2630069,MONO,EASTERN SIERRA UNIFIED,HIGH DESERT ACADEMY,2,0,0,0.0,0,0
26,73668,2633006,MONO,EASTERN SIERRA UNIFIED,COLEVILLE HIGH,18,11,61.1,18.4,4,22.2
26,73668,2635001,MONO,EASTERN SIERRA UNIFIED,LEE VINING HIGH,4,2,50,NA,NA,NA
26,73692,2630010,MONO,MAMMOTH UNIFIED,MAMMOTH HIGH,73,25,34.2,22.2,16,21.9
27,65987,2730414,MONTEREY,CARMEL UNIFIED,CARMEL HIGH,201,26,12.9,23.0,20,10
27,66068,2732170,MONTEREY,KING CITY JOINT UNION HIGH,KING CITY HIGH,307,7,2.3,NA,NA,NA
