"County
Number","District
Number","School
Number",County Name,District Name,School Name,Enrollment,"Number
tested","Percent
tested",Verbal,Critical reading,Math,Writing,Total,Total scores above 1500,Percent scores above 1500,Total scores above 1000,Percent scores above 1000
01,61234,0135426,ALAMEDA,NEWARK UNIFIED,BRIDGEPOINT HIGH (CONT.),13,1,7.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,61242,0134668,ALAMEDA,NEW HAVEN UNIFIED,JAMES LOGAN HIGH,735,467,63.54,466,NA,510,NA,976,NA,NA,215,29.25
01,61259,0130146,ALAMEDA,OAKLAND UNIFIED,FAR WEST (CONT.),26,12,46.15,461,NA,411,NA,872,NA,NA,3,11.54
01,61259,0130179,ALAMEDA,OAKLAND UNIFIED,STREET ACADEMY (ALTER),11,8,72.73,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,61259,0130526,ALAMEDA,OAKLAND UNIFIED,MERRITT MIDDLE COLLEGE HIGH (ALTERN,20,3,15,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,61259,0130575,ALAMEDA,OAKLAND UNIFIED,LIFE ACADEMY,46,26,56.52,380,NA,437,NA,817,NA,NA,8,17.39
01,61259,0132092,ALAMEDA,OAKLAND UNIFIED,CASTLEMONT SENIOR HIGH,179,94,52.51,356,NA,381,NA,737,NA,NA,6,3.35
01,61259,0132688,ALAMEDA,OAKLAND UNIFIED,DEWEY/BAYMART SENIOR HIGH (CONT.),32,0,0,0,NA,0,NA,0,NA,NA,0,0
01,61259,0133132,ALAMEDA,OAKLAND UNIFIED,FREMONT SENIOR HIGH,231,136,58.87,353,NA,400,NA,753,NA,NA,16,6.93
01,61259,0134791,ALAMEDA,OAKLAND UNIFIED,MCCLYMONDS SENIOR HIGH,84,53,63.1,336,NA,368,NA,704,NA,NA,3,3.57
01,61259,0135905,ALAMEDA,OAKLAND UNIFIED,OAKLAND SENIOR HIGH,361,240,66.48,389,NA,453,NA,842,NA,NA,50,13.85
01,61259,0136051,ALAMEDA,OAKLAND UNIFIED,OAKLAND TECHNICAL SENIOR HIGH,258,170,65.89,408,NA,443,NA,851,NA,NA,43,16.67
01,61259,0137943,ALAMEDA,OAKLAND UNIFIED,SKYLINE HIGH,451,262,58.09,446,NA,483,NA,929,NA,NA,91,20.18
01,61259,6098701,ALAMEDA,OAKLAND UNIFIED,BUNCHE/WHITTON (TR/OH),11,0,0,0,NA,0,NA,0,NA,NA,0,0
01,61259,6114011,ALAMEDA,OAKLAND UNIFIED,LANEY MIDDLE (OPPORTUNITY),56,0,0,0,NA,0,NA,0,NA,NA,0,0
01,61275,0136515,ALAMEDA,PIEDMONT CITY UNIFIED,PIEDMONT HIGH,214,212,99.07,588,NA,604,NA,1192,NA,NA,178,83.18
01,61291,0134528,ALAMEDA,SAN LEANDRO UNIFIED,LINCOLN HIGH (CONT.),49,0,0,0,NA,0,NA,0,NA,NA,0,0
01,61291,0137588,ALAMEDA,SAN LEANDRO UNIFIED,SAN LEANDRO HIGH,419,202,48.21,468,NA,517,NA,985,NA,NA,89,21.24
01,61309,0130849,ALAMEDA,SAN LORENZO UNIFIED,ARROYO HIGH,409,171,41.81,466,NA,489,NA,955,NA,NA,75,18.34
01,61309,0137745,ALAMEDA,SAN LORENZO UNIFIED,ROYAL SUNSET (CONT.),76,0,0,0,NA,0,NA,0,NA,NA,0,0
01,61309,0137810,ALAMEDA,SAN LORENZO UNIFIED,SAN LORENZO HIGH,331,131,39.58,424,NA,455,NA,879,NA,NA,31,9.37
01,75093,0132704,ALAMEDA,DUBLIN UNIFIED,DUBLIN HIGH,230,124,53.91,518,NA,543,NA,1061,NA,NA,78,33.91
01,75093,0138453,ALAMEDA,DUBLIN UNIFIED,VALLEY HIGH (CONT.),50,0,0,0,NA,0,NA,0,NA,NA,0,0
01,75101,0130096,ALAMEDA,PLEASANTON UNIFIED,FOOTHILL HIGH,436,300,68.81,550,NA,587,NA,1137,NA,NA,227,52.06
01,75101,0130252,ALAMEDA,PLEASANTON UNIFIED,VILLAGE HIGH (CONT.),83,2,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
01,75101,0130583,ALAMEDA,PLEASANTON UNIFIED,AMADOR VALLEY HIGH,484,301,62.19,544,NA,576,NA,1120,NA,NA,234,48.35
02,61333,0230052,ALPINE,ALPINE COUNTY UNIFIED,WOODFORDS HIGH,4,0,0,0,NA,0,NA,0,NA,NA,0,0
03,10033,0330068,AMADOR,AMADOR CO. OFFICE OF EDUCATION,SPECIAL EDUCATION,8,0,0,0,NA,0,NA,0,NA,NA,0,0
03,32276,0330027,AMADOR,AMADOR CO CYA DISTRICT,PINE GROVE YOUTH CONSERVATION CAMP,23,0,0,0,NA,0,NA,0,NA,NA,0,0
03,32276,0337352,AMADOR,AMADOR CO CYA DISTRICT,WIEDEN (JAMES A.) HIGH,108,0,0,0,NA,0,NA,0,NA,NA,0,0
03,73981,0330019,AMADOR,AMADOR COUNTY UNIFIED,INDEPENDENCE HIGH (CONT.),31,1,3.23,NA,NA,NA,NA,NA,NA,NA,NA,NA
03,73981,0330050,AMADOR,AMADOR COUNTY UNIFIED,AMADOR INDEPENDENT STUDY,42,0,0,0,NA,0,NA,0,NA,NA,0,0
03,73981,0330753,AMADOR,AMADOR COUNTY UNIFIED,AMADOR HIGH,182,93,51.1,535,NA,515,NA,1050,NA,NA,58,31.87
03,73981,0334755,AMADOR,AMADOR COUNTY UNIFIED,ARGONAUT HIGH,128,47,36.72,533,NA,509,NA,1042,NA,NA,34,26.56
04,10041,0430066,BUTTE,BUTTE CO. OFFICE OF EDUCATION,JUVENILE HALL/COMMUNITY,14,0,0,0,NA,0,NA,0,NA,NA,0,0
04,10041,0430090,BUTTE,BUTTE CO. OFFICE OF EDUCATION,LEARNING COMMUNITY CHARTER,55,0,0,0,NA,0,NA,0,NA,NA,0,0
04,10041,0430165,BUTTE,BUTTE CO. OFFICE OF EDUCATION,SCHOOL OF APPLIED RESOURCES,1,0,0,0,NA,0,NA,0,NA,NA,0,0
04,10041,0430173,BUTTE,BUTTE CO. OFFICE OF EDUCATION,BUTTE COUNTY COMMUNITY,33,0,0,0,NA,0,NA,0,NA,NA,0,0
04,10041,0430181,BUTTE,BUTTE CO. OFFICE OF EDUCATION,SOUTH COUNTY COMMUNITY DAY,6,0,0,0,NA,0,NA,0,NA,NA,0,0
04,61408,0430207,BUTTE,BIGGS UNIFIED,BIGGS SECONDARY COMMUNITY DAY,1,0,0,0,NA,0,NA,0,NA,NA,0,0
04,61408,0430827,BUTTE,BIGGS UNIFIED,BIGGS HIGH,59,23,38.98,457,NA,466,NA,923,NA,NA,7,11.86
04,61424,0430199,BUTTE,CHICO UNIFIED,OAKDALE,34,0,0,0,NA,0,NA,0,NA,NA,0,0
04,61424,0431502,BUTTE,CHICO UNIFIED,FAIR VIEW HIGH (CONT.),98,0,0,0,NA,0,NA,0,NA,NA,0,0
04,61424,0431676,BUTTE,CHICO UNIFIED,CHICO HIGH,438,214,48.86,519,NA,528,NA,1047,NA,NA,135,30.82
04,61424,0437558,BUTTE,CHICO UNIFIED,PLEASANT VALLEY HIGH,496,215,43.35,524,NA,543,NA,1067,NA,NA,136,27.42
04,61424,6113310,BUTTE,CHICO UNIFIED,CENTER FOR ALTERNATIVE LEARNING,3,0,0,0,NA,0,NA,0,NA,NA,0,0
04,61432,0430124,BUTTE,DURHAM UNIFIED,MISSION HIGH (CONT),5,0,0,0,NA,0,NA,0,NA,NA,0,0
04,61432,0433201,BUTTE,DURHAM UNIFIED,DURHAM HIGH,108,47,43.52,526,NA,530,NA,1056,NA,NA,28,25.93
04,61515,0430116,BUTTE,OROVILLE UNION HIGH,CHALLENGE CHARTER HIGH,47,2,4.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
04,61515,0430140,BUTTE,OROVILLE UNION HIGH,OROVILLE HIGH COMMUNITY DAY,3,0,0,0,NA,0,NA,0,NA,NA,0,0
04,61515,0434803,BUTTE,OROVILLE UNION HIGH,LAS PLUMAS HIGH,304,81,26.64,481,NA,490,NA,971,NA,NA,35,11.51
04,61515,0435602,BUTTE,OROVILLE UNION HIGH,OROVILLE HIGH,205,50,24.39,450,NA,474,NA,924,NA,NA,18,8.78
04,61515,0437566,BUTTE,OROVILLE UNION HIGH,PROSPECT HIGH (CONT.),55,0,0,0,NA,0,NA,0,NA,NA,0,0
04,61531,0430108,BUTTE,PARADISE UNIFIED,PARADISE COMMUNITY DAY,2,0,0,0,NA,0,NA,0,NA,NA,0,0
04,61531,0430132,BUTTE,PARADISE UNIFIED,PARADISE CHARTER NETWORK (155),25,0,0,0,NA,0,NA,0,NA,NA,0,0
04,61531,0432856,BUTTE,PARADISE UNIFIED,RIDGEVIEW HIGH (CONT.),53,0,0,0,NA,0,NA,0,NA,NA,0,0
04,61531,0437350,BUTTE,PARADISE UNIFIED,PARADISE SENIOR HIGH,386,92,23.83,521,NA,526,NA,1047,NA,NA,59,15.28
04,61531,6112585,BUTTE,PARADISE UNIFIED,HOMETECH CHARTER (ALT),9,0,0,0,NA,0,NA,0,NA,NA,0,0
04,75507,0430157,BUTTE,GRIDLEY UNIFIED,GRIDLEY UNIFIED COMMUNITY DAY (7-12,1,0,0,0,NA,0,NA,0,NA,NA,0,0
04,75507,0433946,BUTTE,GRIDLEY UNIFIED,ESPERANZA HIGH (CONT),20,0,0,0,NA,0,NA,0,NA,NA,0,0
04,75507,0433953,BUTTE,GRIDLEY UNIFIED,GRIDLEY HIGH,143,41,28.67,451,NA,486,NA,937,NA,NA,14,9.79
05,10058,0530048,CALAVERAS,CALAVERAS CO. OFFICE OF EDUCAT,CALAVERAS CO. OFFICE OF EDUCATION C,31,0,0,0,NA,0,NA,0,NA,NA,0,0
05,10058,0530154,CALAVERAS,CALAVERAS CO. OFFICE OF EDUCAT,MOUNTAIN OAKS,19,0,0,0,NA,0,NA,0,NA,NA,0,0
05,61556,0530014,CALAVERAS,BRET HARTE UNION HIGH,VALLECITO CONTINUATION HIGH,23,0,0,0,NA,0,NA,0,NA,NA,0,0
05,61556,0530121,CALAVERAS,BRET HARTE UNION HIGH,VIERRA (JOHN) HIGH (ALTERN),21,0,0,0,NA,0,NA,0,NA,NA,0,0
05,61556,0532507,CALAVERAS,BRET HARTE UNION HIGH,BRET HARTE UNION HIGH,180,69,38.33,508,NA,513,NA,1021,NA,NA,36,20
05,61564,0530022,CALAVERAS,CALAVERAS UNIFIED,GOLD STRIKE HIGH (CONT.),23,0,0,0,NA,0,NA,0,NA,NA,0,0
05,61564,0530055,CALAVERAS,CALAVERAS UNIFIED,SIERRA HILLS EDUCATION CENTER (ALTE,1,0,0,0,NA,0,NA,0,NA,NA,0,0
05,61564,0530063,CALAVERAS,CALAVERAS UNIFIED,WEST POINT HIGH (CONT.),9,0,0,0,NA,0,NA,0,NA,NA,0,0
05,61564,0530113,CALAVERAS,CALAVERAS UNIFIED,LIND (JENNY) HIGH (CONT.),11,0,0,0,NA,0,NA,0,NA,NA,0,0
05,61564,0531509,CALAVERAS,CALAVERAS UNIFIED,CALAVERAS HIGH,258,80,31.01,504,NA,518,NA,1022,NA,NA,46,17.83
06,10066,0630111,COLUSA,COLUSA CO. OFFICE OF EDUCATION,COLUSA COUNTY COMMUNITY,5,0,0,0,NA,0,NA,0,NA,NA,0,0
06,10066,0634774,COLUSA,COLUSA CO. OFFICE OF EDUCATION,JUVENILE HALL-NEILSON,37,0,0,0,NA,0,NA,0,NA,NA,0,0
06,10066,6069264,COLUSA,COLUSA CO. OFFICE OF EDUCATION,SPECIAL EDUCATION,5,0,0,0,NA,0,NA,0,NA,NA,0,0
06,61598,0630012,COLUSA,COLUSA UNIFIED,COLUSA ALTERNATIVE HIGH (CONT.),12,0,0,0,NA,0,NA,0,NA,NA,0,0
06,61598,0630046,COLUSA,COLUSA UNIFIED,COLUSA ALTERNATIVE HOME,2,0,0,0,NA,0,NA,0,NA,NA,0,0
06,61598,0631259,COLUSA,COLUSA UNIFIED,COLUSA HIGH,112,31,27.68,450,NA,457,NA,907,NA,NA,9,8.04
06,61606,0630095,COLUSA,MAXWELL UNIFIED,PRINE (ENID) HIGH (CONT.),5,0,0,0,NA,0,NA,0,NA,NA,0,0
06,61606,0634758,COLUSA,MAXWELL UNIFIED,MAXWELL HIGH,26,19,73.08,467,NA,459,NA,926,NA,NA,6,23.08
06,61614,0630087,COLUSA,PIERCE JOINT UNIFIED,ARBUCKLE ALTERNATIVE HIGH (CONT.),9,0,0,0,NA,0,NA,0,NA,NA,0,0
06,61614,0635250,COLUSA,PIERCE JOINT UNIFIED,PIERCE HIGH,81,24,29.63,403,NA,413,NA,816,NA,NA,4,4.94
06,61622,0630038,COLUSA,WILLIAMS UNIFIED,MID VALLEY HIGH (CONT.),12,0,0,0,NA,0,NA,0,NA,NA,0,0
06,61622,0637504,COLUSA,WILLIAMS UNIFIED,WILLIAMS HIGH,54,10,18.52,NA,NA,NA,NA,NA,NA,NA,NA,NA
07,10074,0730242,CONTRA COSTA,CONTRA COSTA CO. OFF. OF EDUCA,JUVENILE HALL/COMMUNITY,39,0,0,0,NA,0,NA,0,NA,NA,0,0
07,10074,0730556,CONTRA COSTA,CONTRA COSTA CO. OFF. OF EDUCA,EDGAR CENTER,2,0,0,0,NA,0,NA,0,NA,NA,0,0
07,10074,6077168,CONTRA COSTA,CONTRA COSTA CO. OFF. OF EDUCA,SPECIAL EDUCATION,101,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61630,0730283,CONTRA COSTA,ACALANES UNION HIGH,ACALANES HIGH,321,267,83.18,579,NA,603,NA,1182,NA,NA,230,71.65
07,61630,0731125,CONTRA COSTA,ACALANES UNION HIGH,CAMPOLINDO HIGH,272,245,90.07,587,NA,610,NA,1197,NA,NA,214,78.68
07,61630,0732404,CONTRA COSTA,ACALANES UNION HIGH,DEL ORO HIGH (CONT),38,2,5.26,NA,NA,NA,NA,NA,NA,NA,NA,NA
07,61630,0733725,CONTRA COSTA,ACALANES UNION HIGH,LAS LOMAS HIGH,350,256,73.14,558,NA,584,NA,1142,NA,NA,203,58
07,61630,0734244,CONTRA COSTA,ACALANES UNION HIGH,MIRAMONTE HIGH,332,311,93.67,590,NA,607,NA,1197,NA,NA,268,80.72
07,61648,0730101,CONTRA COSTA,ANTIOCH UNIFIED,LIVE OAK HIGH (CONT.),123,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61648,0730259,CONTRA COSTA,ANTIOCH UNIFIED,PROSPECTS HIGH (ALTER.),271,1,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA
07,61648,0730465,CONTRA COSTA,ANTIOCH UNIFIED,DEER VALLEY HIGH,701,326,46.5,492,NA,496,NA,988,NA,NA,164,23.4
07,61648,0730481,CONTRA COSTA,ANTIOCH UNIFIED,BRIDGES (COMMUNITY DAY),5,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61648,0730531,CONTRA COSTA,ANTIOCH UNIFIED,EXCEL HIGH,26,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61648,0730861,CONTRA COSTA,ANTIOCH UNIFIED,ANTIOCH HIGH,463,124,26.78,477,NA,486,NA,963,NA,NA,50,10.8
07,61697,0737023,CONTRA COSTA,JOHN SWETT UNIFIED,SWETT (JOHN) HIGH,153,55,35.95,500,NA,500,NA,1000,NA,NA,31,20.26
07,61697,0737619,CONTRA COSTA,JOHN SWETT UNIFIED,WILLOW HIGH (CONT.),13,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61721,0730457,CONTRA COSTA,LIBERTY UNION HIGH,FREEDOM HIGH,313,102,32.59,478,NA,486,NA,964,NA,NA,44,14.06
07,61721,0730572,CONTRA COSTA,LIBERTY UNION HIGH,INDEPENDENCE HIGH,80,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61721,0733980,CONTRA COSTA,LIBERTY UNION HIGH,LIBERTY HIGH,308,176,57.14,494,NA,503,NA,997,NA,NA,86,27.92
07,61721,0733998,CONTRA COSTA,LIBERTY UNION HIGH,LA PALOMA HIGH (CONT.),31,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61739,0730440,CONTRA COSTA,MARTINEZ UNIFIED,VICENTE MARTINEZ HIGH (CONT.),14,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61739,0730473,CONTRA COSTA,MARTINEZ UNIFIED,BRIONES (ALTERNATIVE),16,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61739,0730549,CONTRA COSTA,MARTINEZ UNIFIED,ALHAMBRA SENIOR HIGH,268,135,50.37,520,NA,535,NA,1055,NA,NA,91,33.96
07,61754,0730044,CONTRA COSTA,MT. DIABLO UNIFIED,NORTHGATE HIGH,363,294,80.99,564,NA,597,NA,1161,NA,NA,251,69.15
07,61754,0730317,CONTRA COSTA,MT. DIABLO UNIFIED,HORIZONS ALTERNATIVE,66,4,6.06,NA,NA,NA,NA,NA,NA,NA,NA,NA
07,61754,0730333,CONTRA COSTA,MT. DIABLO UNIFIED,GATEWAY HIGH (CONT.),17,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61754,0730341,CONTRA COSTA,MT. DIABLO UNIFIED,NUEVA VISTA HIGH (CONT.),24,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61754,0730358,CONTRA COSTA,MT. DIABLO UNIFIED,PROSPECT HIGH (CONT.),20,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61754,0730416,CONTRA COSTA,MT. DIABLO UNIFIED,CROSSROADS HIGH (CONT.),15,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61754,0730424,CONTRA COSTA,MT. DIABLO UNIFIED,SUMMIT HIGH (CONT.),22,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61754,0730655,CONTRA COSTA,MT. DIABLO UNIFIED,DIABLO DAY COMMUNITY,4,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61754,0731380,CONTRA COSTA,MT. DIABLO UNIFIED,CLAYTON VALLEY HIGH,357,158,44.26,503,NA,534,NA,1037,NA,NA,90,25.21
07,61754,0731646,CONTRA COSTA,MT. DIABLO UNIFIED,COLLEGE PARK HIGH,381,181,47.51,543,NA,562,NA,1105,NA,NA,130,34.12
07,61754,0731836,CONTRA COSTA,MT. DIABLO UNIFIED,CONCORD HIGH,298,104,34.9,512,NA,527,NA,1039,NA,NA,60,20.13
07,61754,0734566,CONTRA COSTA,MT. DIABLO UNIFIED,MT. DIABLO HIGH,280,103,36.79,415,NA,437,NA,852,NA,NA,23,8.21
07,61754,0734764,CONTRA COSTA,MT. DIABLO UNIFIED,OLYMPIC CONTINUATION HIGH,200,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61754,0737809,CONTRA COSTA,MT. DIABLO UNIFIED,YGNACIO VALLEY HIGH,296,110,37.16,500,NA,530,NA,1030,NA,NA,66,22.3
07,61754,6104350,CONTRA COSTA,MT. DIABLO UNIFIED,HOME AND HOSPITAL,5,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61788,0730184,CONTRA COSTA,PITTSBURG UNIFIED,RIVERSIDE HIGH (CONT.),107,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61788,0730507,CONTRA COSTA,PITTSBURG UNIFIED,PITTSBURG UNIFIED COMMUNITY DAY,3,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61788,0730564,CONTRA COSTA,PITTSBURG UNIFIED,PITTSBURG INDEPENDENT LEARNING CENT,55,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61788,0735407,CONTRA COSTA,PITTSBURG UNIFIED,PITTSBURG SENIOR HIGH,406,134,33,473,NA,472,NA,945,NA,NA,54,13.3
07,61796,0730275,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,NORTH CAMPUS CONTINUATION,25,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61796,0730291,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,MIDDLE COLLEGE HIGH,49,41,83.67,471,NA,470,NA,941,NA,NA,12,24.49
07,61796,0730325,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,VISTA HIGH (ALT),88,3,3.41,NA,NA,NA,NA,NA,NA,NA,NA,NA
07,61796,0730366,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,DELTA CONTINUATION HIGH,38,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61796,0730374,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,KAPPA CONTINUATION HIGH,10,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61796,0730382,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,OMEGA CONTINUATION HIGH,35,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61796,0730390,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,SIGMA CONTINUATION HIGH,18,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61796,0730523,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,TRANSITION LEARNING CENTER,1,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61796,0730580,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,ALTERNATIVE EDUCATION LEARNING CENT,5,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61796,0732164,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,DE ANZA SENIOR HIGH,315,94,29.84,472,NA,467,NA,939,NA,NA,33,10.48
07,61796,0732941,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,EL CERRITO SENIOR HIGH,304,196,64.47,491,NA,508,NA,999,NA,NA,103,33.88
07,61796,0733253,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,GOMPERS (SAMUEL) CONTINUATION,18,0,0,0,NA,0,NA,0,NA,NA,0,0
07,61796,0733659,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,KENNEDY HIGH,202,63,31.19,393,NA,388,NA,781,NA,NA,9,4.46
07,61796,0735316,CONTRA COSTA,WEST CONTRA COSTA UNIFIED,PINOLE VALLEY HIGH,450,212,47.11,483,NA,494,NA,977,NA,NA,98,21.78
