"County
Number","District
Number","School
Number",County Name,District Name,School Name,Enrollment,"Number
tested","Percent
tested",Verbal,Critical reading,Math,Writing,Total,Total scores above 1500,Percent scores above 1500,Total scores above 1000,Percent scores above 1000
01,10017,0109835,Alameda,Alameda County Office of Educa,FAME Public Charter,56,11,19.64,NA,562,576,537,1675,8,72.73,NA,NA
01,10017,0112607,Alameda,Alameda County Office of Educa,Envision Academy for Arts & Technology,32,23,71.88,NA,428,410,417,1254,5,21.74,NA,NA
01,10017,0130401,Alameda,Alameda County Office of Educa,Alameda County Juvenile Hall/Court,96,,,NA,,,,,,,NA,NA
01,10017,0130419,Alameda,Alameda County Office of Educa,Alameda County Community,39,,,NA,,,,,,,NA,NA
01,10017,0130427,Alameda,Alameda County Office of Educa,Alameda County Opportunity,21,,,NA,,,,,,,NA,NA
01,31617,0131763,Alameda,California School for the Deaf,California School for the Deaf-Fremont,44,1,2.27,NA,,,,,,,NA,NA
01,61119,0106401,Alameda,Alameda City Unified,Alameda Science and Technology Institute,26,26,100.00,NA,561,570,552,1682,21,80.77,NA,NA
01,61119,0130229,Alameda,Alameda City Unified,Alameda High,436,278,63.76,NA,530,570,529,1629,175,62.95,NA,NA
01,61119,0130609,Alameda,Alameda City Unified,Alameda Community Learning Center,30,24,80.00,NA,601,553,575,1729,19,79.17,NA,NA
01,61119,0130625,Alameda,Alameda City Unified,Bay Area School of Enterprise,35,14,40.00,NA,404,361,374,1139,1,7.14,NA,NA
01,61119,0132878,Alameda,Alameda City Unified,Encinal High,252,107,42.46,NA,486,524,483,1493,52,48.60,NA,NA
01,61119,0134304,Alameda,Alameda City Unified,Island High (Continuation),145,,,NA,,,,,,,NA,NA
01,61127,0130294,Alameda,Albany City Unified,MacGregor High (Continuation),14,,,NA,,,,,,,NA,NA
01,61127,0130450,Alameda,Albany City Unified,Albany High,317,198,62.46,NA,572,611,569,1751,150,75.76,NA,NA
01,61143,0131177,Alameda,Berkeley Unified,Berkeley High,736,431,58.56,NA,565,566,553,1684,300,69.61,NA,NA
01,61143,0134924,Alameda,Berkeley Unified,Berkeley Technology Academy,59,12,20.34,NA,324,322,355,1001,0,0.00,NA,NA
01,61150,0102194,Alameda,Castro Valley Unified,Redwood Alternative High,50,,,NA,,,,,,,NA,NA
01,61150,0130047,Alameda,Castro Valley Unified,Roy A. Johnson High,13,,,NA,,,,,,,NA,NA
01,61150,0132225,Alameda,Castro Valley Unified,Castro Valley High,722,405,56.09,NA,529,572,525,1626,273,67.41,NA,NA
01,61150,0135533,Alameda,Castro Valley Unified,Redwood Continuation High,38,,,NA,,,,,,,NA,NA
01,61168,0132746,Alameda,Emery Unified,Emery Secondary,57,28,49.12,NA,439,463,438,1339,8,28.57,NA,NA
01,61176,0130062,Alameda,Fremont Unified,American High,494,241,48.79,NA,541,588,562,1691,180,74.69,NA,NA
01,61176,0130138,Alameda,Fremont Unified,Robertson High (Continuation),101,,,NA,,,,,,,NA,NA
01,61176,0130435,Alameda,Fremont Unified,Vista Alternative,37,,,NA,,,,,,,NA,NA
01,61176,0130534,Alameda,Fremont Unified,Circle of Independent Learning,25,7,28.00,NA,,,,,,,NA,NA
01,61176,0134270,Alameda,Fremont Unified,Irvington High,437,271,62.01,NA,562,619,579,1760,210,77.49,NA,NA
01,61176,0134452,Alameda,Fremont Unified,John F. Kennedy High,345,132,38.26,NA,482,502,481,1465,57,43.18,NA,NA
01,61176,0135244,Alameda,Fremont Unified,Mission San Jose High,511,476,93.15,NA,630,681,647,1958,445,93.49,NA,NA
01,61176,0138693,Alameda,Fremont Unified,Washington High,480,197,41.04,NA,535,578,536,1648,135,68.53,NA,NA
01,61176,6000558,Alameda,Fremont Unified,Brier Elementary,1,,,NA,,,,,,,NA,NA
01,61192,0108670,Alameda,Hayward Unified,Leadership Public Schools - Hayward,98,78,79.59,NA,425,424,426,1275,13,16.67,NA,NA
01,61192,0133009,Alameda,Hayward Unified,Brenkwitz High,112,1,0.89,NA,,,,,,,NA,NA
01,61192,0133629,Alameda,Hayward Unified,Hayward High,374,133,35.56,NA,439,459,437,1335,33,24.81,NA,NA
01,61192,0135319,Alameda,Hayward Unified,Mt. Eden High,442,151,34.16,NA,454,466,467,1387,46,30.46,NA,NA
01,61192,0138339,Alameda,Hayward Unified,Tennyson High,395,124,31.39,NA,438,459,436,1333,31,25.00,NA,NA
01,61200,0130393,Alameda,Livermore Valley Joint Unified,Vineyard Alternative,46,4,8.70,NA,,,,,,,NA,NA
01,61200,0130492,Alameda,Livermore Valley Joint Unified,Phoenix High (Continuation),19,,,NA,,,,,,,NA,NA
01,61200,0132670,Alameda,Livermore Valley Joint Unified,Del Valle Continuation High,70,,,NA,,,,,,,NA,NA
01,61200,0133397,Alameda,Livermore Valley Joint Unified,Granada High,528,242,45.83,NA,535,564,535,1634,170,70.25,NA,NA
01,61200,0134536,Alameda,Livermore Valley Joint Unified,Livermore High,469,195,41.58,NA,541,543,532,1616,127,65.13,NA,NA
01,61234,0130054,Alameda,Newark Unified,Newark Memorial High,489,200,40.90,NA,477,511,475,1463,87,43.50,NA,NA
01,61234,0130484,Alameda,Newark Unified,Crossroads High (Alternative),17,,,NA,,,,,,,NA,NA
01,61234,0130682,Alameda,Newark Unified,Progressive Academy,1,,,NA,,,,,,,NA,NA
01,61234,0135426,Alameda,Newark Unified,Bridgepoint High (Continuation),56,,,NA,,,,,,,NA,NA
01,61242,0110460,Alameda,New Haven Unified,Core Learning Academy at Conley-Caraball,145,,,NA,,,,,,,NA,NA
01,61242,0110478,Alameda,New Haven Unified,Alternative Learning Academy at Conley-C,4,,,NA,,,,,,,NA,NA
01,61242,0134668,Alameda,New Haven Unified,James Logan High,1033,401,38.82,NA,497,524,492,1513,202,50.37,NA,NA
01,61242,6089346,Alameda,New Haven Unified,Cabello Student Support Center,6,,,NA,,,,,,,NA,NA
01,61259,0100065,Alameda,Oakland Unified,Oakland Unity High,51,36,70.59,NA,357,404,373,1134,1,2.78,NA,NA
01,61259,0100701,Alameda,Oakland Unified,MetWest High,33,31,93.94,NA,411,406,418,1235,4,12.90,NA,NA
01,61259,0100826,Alameda,Oakland Unified,Mandela High,60,19,31.67,NA,358,377,372,1108,2,10.53,NA,NA
01,61259,0100834,Alameda,Oakland Unified,Media College Preparatory,71,29,40.85,NA,369,370,383,1122,0,0.00,NA,NA
01,61259,0100842,Alameda,Oakland Unified,Robeson School of Visual and Performing,38,13,34.21,NA,322,343,362,1028,0,0.00,NA,NA
01,61259,0100859,Alameda,Oakland Unified,"YES, Youth Empowerment",50,18,36.00,NA,411,389,420,1220,4,22.22,NA,NA
01,61259,0101063,Alameda,Oakland Unified,College Preparatory and Architecture Aca,92,65,70.65,NA,363,414,357,1134,6,9.23,NA,NA
01,61259,0101469,Alameda,Oakland Unified,LPS College Park,63,22,34.92,NA,378,369,377,1124,0,0.00,NA,NA
01,61259,0102954,Alameda,Oakland Unified,Business and Information Technology High,80,30,37.50,NA,375,401,385,1161,2,6.67,NA,NA
01,61259,0102962,Alameda,Oakland Unified,East Oakland School of the Arts,45,24,53.33,NA,345,354,345,1043,1,4.17,NA,NA
01,61259,0107417,Alameda,Oakland Unified,Leadership Preparatory High,92,24,26.09,NA,379,380,393,1153,1,4.17,NA,NA
01,61259,0108944,Alameda,Oakland Unified,Lighthouse Community Charter High,30,23,76.67,NA,394,431,400,1225,2,8.70,NA,NA
01,61259,0110171,Alameda,Oakland Unified,"Business, Entrepreneurial School of Tech",28,12,42.86,NA,345,375,353,1073,1,8.33,NA,NA
01,61259,0110189,Alameda,Oakland Unified,"Expression, Excellence, Community, Empow",54,27,50.00,NA,372,367,373,1113,2,7.41,NA,NA
01,61259,0110361,Alameda,Oakland Unified,Far West,31,19,61.29,NA,437,408,417,1263,3,15.79,NA,NA
01,61259,0111823,Alameda,Oakland Unified,Oakland Aviation High,37,21,56.76,NA,351,355,352,1058,1,4.76,NA,NA
01,61259,0111856,Alameda,Oakland Unified,American Indian Public High,29,34,117.24,NA,503,600,535,1638,27,79.41,NA,NA
01,61259,0115238,Alameda,Oakland Unified,ARISE High,20,21,105.00,NA,382,401,399,1182,1,4.76,NA,NA
01,61259,0115386,Alameda,Oakland Unified,Civicorps Corpsmember Academy,104,,,NA,,,,,,,NA,NA
01,61259,0115667,Alameda,Oakland Unified,Oakland International High,28,5,17.86,NA,,,,,,,NA,NA
01,61259,0118653,Alameda,Oakland Unified,Ralph J. Bunche High,105,2,1.90,NA,,,,,,,NA,NA
01,61259,0119859,Alameda,Oakland Unified,Gateway to College at Laney College,20,,,NA,,,,,,,NA,NA
01,61259,0130146,Alameda,Oakland Unified,Rudsdale Continuation,58,,,NA,,,,,,,NA,NA
01,61259,0130179,Alameda,Oakland Unified,Street Academy (Alternative),27,4,14.81,NA,,,,,,,NA,NA
01,61259,0130575,Alameda,Oakland Unified,LIFE Academy,60,32,53.33,NA,377,415,408,1201,5,15.63,NA,NA
01,61259,0130617,Alameda,Oakland Unified,"Oakland Military Institute, College Prep",57,43,75.44,NA,424,439,425,1288,10,23.26,NA,NA
01,61259,0130666,Alameda,Oakland Unified,Aspire Lionel Wilson College Preparatory,101,64,63.37,NA,409,420,414,1244,8,12.50,NA,NA
01,61259,0132688,Alameda,Oakland Unified,Dewey Academy,122,1,0.82,NA,,,,,,,NA,NA
01,61259,0135905,Alameda,Oakland Unified,Oakland High,391,194,49.62,NA,439,487,433,1359,59,30.41,NA,NA
01,61259,0136051,Alameda,Oakland Unified,Oakland Technical High,346,179,51.73,NA,470,484,473,1427,67,37.43,NA,NA
01,61259,0137943,Alameda,Oakland Unified,Skyline High,426,211,49.53,NA,470,483,462,1415,80,37.91,NA,NA
01,61259,3030772,Alameda,Oakland Unified,Oakland School for the Arts,48,34,70.83,NA,494,433,495,1421,13,38.24,NA,NA
01,61259,6098701,Alameda,Oakland Unified,Hillside Academy,2,,,NA,,,,,,,NA,NA
01,61259,6114011,Alameda,Oakland Unified,"Independent Study, Sojourner Truth",48,6,12.50,NA,,,,,,,NA,NA
01,61275,0130286,Alameda,Piedmont City Unified,Millennium High Alternative,32,17,53.13,NA,501,493,488,1482,6,35.29,NA,NA
01,61275,0136515,Alameda,Piedmont City Unified,Piedmont High,194,164,84.54,NA,625,631,639,1894,159,96.95,NA,NA
01,61291,0134528,Alameda,San Leandro Unified,Lincoln High (Continuation),82,,,NA,,,,,,,NA,NA
01,61291,0137588,Alameda,San Leandro Unified,San Leandro High,643,275,42.77,NA,473,492,477,1442,108,39.27,NA,NA
01,61291,6057111,Alameda,San Leandro Unified,Bancroft Middle,1,,,NA,,,,,,,NA,NA
01,61309,0111799,Alameda,San Lorenzo Unified,East Bay Arts High,39,22,56.41,NA,455,423,464,1341,5,22.73,NA,NA
01,61309,0130849,Alameda,San Lorenzo Unified,Arroyo High,485,210,43.30,NA,479,503,488,1470,97,46.19,NA,NA
01,61309,0137745,Alameda,San Lorenzo Unified,Royal Sunset (Continuation),107,,,NA,,,,,,,NA,NA
01,61309,0137810,Alameda,San Lorenzo Unified,San Lorenzo High,342,124,36.26,NA,424,441,421,1286,15,12.10,NA,NA
01,75093,0132704,Alameda,Dublin Unified,Dublin High,26,147,565.38,NA,513,554,516,1584,91,61.90,NA,NA
01,75093,0138453,Alameda,Dublin Unified,Valley High (Continuation),30,,,NA,,,,,,,NA,NA
01,75101,0130096,Alameda,Pleasanton Unified,Foothill High,538,396,73.61,NA,574,606,576,1756,319,80.56,NA,NA
01,75101,0130252,Alameda,Pleasanton Unified,Village High,117,,,NA,,,,,,,NA,NA
01,75101,0130583,Alameda,Pleasanton Unified,Amador Valley High,654,480,73.39,NA,576,598,569,1743,381,79.38,NA,NA
02,61333,0230045,Alpine,Alpine County Unified,Bear Valley High,1,,,NA,,,,,,,NA,NA
03,10033,0330035,Amador,Amador County Office of Educat,County Community,1,,,NA,,,,,,,NA,NA
03,10033,0330068,Amador,Amador County Office of Educat,Amador County Special Education,25,,,NA,,,,,,,NA,NA
03,73981,0330019,Amador,Amador County Unified,Independence High (Continuation),29,,,NA,,,,,,,NA,NA
03,73981,0330050,Amador,Amador County Unified,North Star Independent Study,44,1,2.27,NA,,,,,,,NA,NA
03,73981,0330753,Amador,Amador County Unified,Amador High,194,59,30.41,NA,539,553,526,1618,42,71.19,NA,NA
03,73981,0334755,Amador,Amador County Unified,Argonaut High,140,32,22.86,NA,519,512,505,1536,17,53.13,NA,NA
04,10041,0114991,Butte,Butte County Office of Educati,CORE Butte Charter,38,8,21.05,NA,,,,,,,NA,NA
04,10041,0430066,Butte,Butte County Office of Educati,Table Mountain,10,,,NA,,,,,,,NA,NA
04,10041,0430090,Butte,Butte County Office of Educati,Learning Community Charter,100,4,4.00,NA,,,,,,,NA,NA
04,10041,6069256,Butte,Butte County Office of Educati,Butte County Special Education,2,,,NA,,,,,,,NA,NA
04,61424,0111039,Butte,Chico Unified,Academy for Change,11,,,NA,,,,,,,NA,NA
04,61424,0430199,Butte,Chico Unified,Oakdale,60,,,NA,,,,,,,NA,NA
04,61424,0430215,Butte,Chico Unified,Loma Vista,1,,,NA,,,,,,,NA,NA
04,61424,0431502,Butte,Chico Unified,Fair View High (Continuation),105,,,NA,,,,,,,NA,NA
04,61424,0431676,Butte,Chico Unified,Chico High,445,143,32.13,NA,546,563,535,1644,104,72.73,NA,NA
04,61424,0437558,Butte,Chico Unified,Pleasant Valley High,404,131,32.43,NA,530,556,518,1604,83,63.36,NA,NA
04,61432,0430124,Butte,Durham Unified,Mission High,1,,,NA,,,,,,,NA,NA
04,61432,0433201,Butte,Durham Unified,Durham High,89,28,31.46,NA,548,566,540,1654,22,78.57,NA,NA
04,61515,0430140,Butte,Oroville Union High,Oroville High Community Day,4,,,NA,,,,,,,NA,NA
04,61515,0434803,Butte,Oroville Union High,Las Plumas High,347,76,21.90,NA,516,514,486,1516,38,50.00,NA,NA
04,61515,0435602,Butte,Oroville Union High,Oroville High,258,51,19.77,NA,447,481,442,1370,13,25.49,NA,NA
04,61515,0437566,Butte,Oroville Union High,Prospect High (Continuation),102,,,NA,,,,,,,NA,NA
04,61531,0430108,Butte,Paradise Unified,Honey Run Academy Secondary,4,,,NA,,,,,,,NA,NA
04,61531,0432856,Butte,Paradise Unified,Ridgeview High (Continuation),51,,,NA,,,,,,,NA,NA
04,61531,0437350,Butte,Paradise Unified,Paradise Senior High,318,66,20.75,NA,515,530,501,1546,39,59.09,NA,NA
04,61531,6112585,Butte,Paradise Unified,Hometech Charter,12,,,NA,,,,,,,NA,NA
04,75507,0430157,Butte,Gridley Unified,Gridley Unified Community Day (7-12),1,,,NA,,,,,,,NA,NA
04,75507,0433946,Butte,Gridley Unified,Esperanza High (Continuation),37,,,NA,,,,,,,NA,NA
04,75507,0433953,Butte,Gridley Unified,Gridley High,163,46,28.22,NA,493,505,498,1496,24,52.17,NA,NA
05,10058,0530048,Calaveras,Calaveras County Office of Edu,Calaveras River Academy,13,,,NA,,,,,,,NA,NA
05,10058,0530154,Calaveras,Calaveras County Office of Edu,Mountain Oaks,51,5,9.80,NA,,,,,,,NA,NA
05,10058,6077150,Calaveras,Calaveras County Office of Edu,Calaveras County Special Education (SELP,2,,,NA,,,,,,,NA,NA
05,10058,9010745,Calaveras,Calaveras County Office of Edu,Oakendell Community,5,,,NA,,,,,,,NA,NA
05,61556,0530014,Calaveras,Bret Harte Union High,Vallecito Continuation High,7,,,NA,,,,,,,NA,NA
05,61556,0530121,Calaveras,Bret Harte Union High,John Vierra High,13,,,NA,,,,,,,NA,NA
05,61556,0532507,Calaveras,Bret Harte Union High,Bret Harte Union High,176,60,34.09,NA,524,507,513,1543,37,61.67,NA,NA
05,61564,0530022,Calaveras,Calaveras Unified,Gold Strike High,17,,,NA,,,,,,,NA,NA
05,61564,0530055,Calaveras,Calaveras Unified,Calaveras Unified Alternative-Sierra Hil,15,,,NA,,,,,,,NA,NA
05,61564,0530063,Calaveras,Calaveras Unified,West Point Alternative,2,,,NA,,,,,,,NA,NA
05,61564,0530113,Calaveras,Calaveras Unified,Jenny Lind High,10,,,NA,,,,,,,NA,NA
05,61564,0531509,Calaveras,Calaveras Unified,Calaveras High,237,66,27.85,NA,520,534,514,1568,40,60.61,NA,NA
06,10066,0634774,Colusa,Colusa County Office of Educat,Juvenile Hall-Nielson,27,,,NA,,,,,,,NA,NA
06,10066,6069264,Colusa,Colusa County Office of Educat,Colusa County Special Education,5,,,NA,,,,,,,NA,NA
06,61598,0630012,Colusa,Colusa Unified,Colusa Alternative High (Continuation),18,,,NA,,,,,,,NA,NA
06,61598,0630046,Colusa,Colusa Unified,Colusa Alternative Home,14,,,NA,,,,,,,NA,NA
06,61598,0631259,Colusa,Colusa Unified,Colusa High,68,20,29.41,NA,453,468,446,1367,4,20.00,NA,NA
06,61606,0630095,Colusa,Maxwell Unified,Enid Prine High (Continuation),2,,,NA,,,,,,,NA,NA
06,61606,0634758,Colusa,Maxwell Unified,Maxwell High,31,12,38.71,NA,499,502,484,1485,5,41.67,NA,NA
06,61614,0630087,Colusa,Pierce Joint Unified,Arbuckle Alternative High (Continuation),6,,,NA,,,,,,,NA,NA
06,61614,0635250,Colusa,Pierce Joint Unified,Pierce High,87,35,40.23,NA,430,473,414,1317,8,22.86,NA,NA
06,61622,0630038,Colusa,Williams Unified,Mid Valley High (Continuation),18,,,NA,,,,,,,NA,NA
06,61622,0637504,Colusa,Williams Unified,Williams High,71,16,22.54,NA,381,439,425,1245,2,12.50,NA,NA
07,10074,0107326,Contra Costa,Contra Costa County Office of,Far East County Programs,17,,,NA,,,,,,,NA,NA
07,10074,0107334,Contra Costa,Contra Costa County Office of,Central County Special Education Program,6,,,NA,,,,,,,NA,NA
07,10074,0118208,Contra Costa,Contra Costa County Office of,Heritage CCCOE Special Education Program,12,,,NA,,,,,,,NA,NA
07,10074,0120444,Contra Costa,Contra Costa County Office of,Mt. McKinley,17,,,NA,,,,,,,NA,NA
07,10074,0730242,Contra Costa,Contra Costa County Office of,Delta Vista High,17,,,NA,,,,,,,NA,NA
07,10074,0730614,Contra Costa,Contra Costa County Office of,Golden Gate Community,10,,,NA,,,,,,,NA,NA
07,10074,6077168,Contra Costa,Contra Costa County Office of,Floyd I. Marchus,5,,,NA,,,,,,,NA,NA
07,61630,0107524,Contra Costa,Acalanes Union High,Acalanes Center for Independent Study,24,1,4.17,NA,,,,,,,NA,NA
07,61630,0730283,Contra Costa,Acalanes Union High,Acalanes High,329,267,81.16,NA,598,626,616,1840,240,89.89,NA,NA
07,61630,0731125,Contra Costa,Acalanes Union High,Campolindo High,352,301,85.51,NA,603,619,629,1850,275,91.36,NA,NA
07,61630,0732404,Contra Costa,Acalanes Union High,Del Oro High (Continuation),24,1,4.17,NA,,,,,,,NA,NA
07,61630,0733725,Contra Costa,Acalanes Union High,Las Lomas High,356,225,63.20,NA,584,591,583,1758,189,84.00,NA,NA
07,61630,0734244,Contra Costa,Acalanes Union High,Miramonte High,316,292,92.41,NA,617,629,624,1870,271,92.81,NA,NA
07,61648,0110494,Contra Costa,Antioch Unified,Bidwell Continuation High,112,,,NA,,,,,,,NA,NA
07,61648,0730101,Contra Costa,Antioch Unified,Live Oak High (Continuation),92,1,1.09,NA,,,,,,,NA,NA
07,61648,0730259,Contra Costa,Antioch Unified,Prospects High (Alternative),156,1,0.64,NA,,,,,,,NA,NA
07,61648,0730465,Contra Costa,Antioch Unified,Deer Valley High,653,260,39.82,NA,497,497,477,1470,119,45.77,NA,NA
07,61648,0730481,Contra Costa,Antioch Unified,Bridges,1,,,NA,,,,,,,NA,NA
07,61648,0730861,Contra Costa,Antioch Unified,Antioch High,519,101,19.46,NA,475,478,469,1421,36,35.64,NA,NA
07,61697,0737023,Contra Costa,John Swett Unified,John Swett High,120,39,32.50,NA,459,489,470,1419,14,35.90,NA,NA
07,61697,0737619,Contra Costa,John Swett Unified,Willow High,24,,,NA,,,,,,,NA,NA
07,61697,6003685,Contra Costa,John Swett Unified,Carquinez Middle,3,,,NA,,,,,,,NA,NA
07,61721,0107797,Contra Costa,Liberty Union High,Heritage High,472,213,45.13,NA,494,497,495,1485,101,47.42,NA,NA
07,61721,0730457,Contra Costa,Liberty Union High,Freedom High,460,111,24.13,NA,491,488,493,1472,48,43.24,NA,NA
07,61721,0730572,Contra Costa,Liberty Union High,Independence High,236,3,1.27,NA,,,,,,,NA,NA
07,61721,0733980,Contra Costa,Liberty Union High,Liberty High,495,131,26.46,NA,493,505,491,1489,65,49.62,NA,NA
07,61721,0733998,Contra Costa,Liberty Union High,La Paloma High (Continuation),109,,,NA,,,,,,,NA,NA
07,61739,0730440,Contra Costa,Martinez Unified,Vicente Martinez High,39,,,NA,,,,,,,NA,NA
07,61739,0730473,Contra Costa,Martinez Unified,Briones (Alternative),44,,,NA,,,,,,,NA,NA
07,61739,0730549,Contra Costa,Martinez Unified,Alhambra Senior High,283,102,36.04,NA,521,542,521,1585,66,64.71,NA,NA
07,61754,0730044,Contra Costa,Mt. Diablo Unified,Northgate High,367,250,68.12,NA,566,603,572,1741,210,84.00,NA,NA
07,61754,0730317,Contra Costa,Mt. Diablo Unified,Horizons Alternative,49,1,2.04,NA,,,,,,,NA,NA
07,61754,0730333,Contra Costa,Mt. Diablo Unified,Gateway High (Continuation),13,,,NA,,,,,,,NA,NA
07,61754,0730341,Contra Costa,Mt. Diablo Unified,Nueva Vista High (Continuation),13,,,NA,,,,,,,NA,NA
07,61754,0730358,Contra Costa,Mt. Diablo Unified,Prospect High (Continuation),16,,,NA,,,,,,,NA,NA
07,61754,0730416,Contra Costa,Mt. Diablo Unified,Crossroads High (Continuation),19,,,NA,,,,,,,NA,NA
07,61754,0730424,Contra Costa,Mt. Diablo Unified,Summit High (Continuation),8,,,NA,,,,,,,NA,NA
07,61754,0730655,Contra Costa,Mt. Diablo Unified,Diablo Community Day,1,,,NA,,,,,,,NA,NA
07,61754,0731380,Contra Costa,Mt. Diablo Unified,Clayton Valley High,410,185,45.12,NA,523,541,524,1588,119,64.32,NA,NA
07,61754,0731646,Contra Costa,Mt. Diablo Unified,College Park High,436,205,47.02,NA,544,568,533,1646,145,70.73,NA,NA
07,61754,0731836,Contra Costa,Mt. Diablo Unified,Concord High,356,116,32.58,NA,514,509,491,1514,57,49.14,NA,NA
07,61754,0734566,Contra Costa,Mt. Diablo Unified,Mt. Diablo High,289,77,26.64,NA,431,457,430,1317,17,22.08,NA,NA
07,61754,0734764,Contra Costa,Mt. Diablo Unified,Olympic Continuation High,166,,,NA,,,,,,,NA,NA
07,61754,0737809,Contra Costa,Mt. Diablo Unified,Ygnacio Valley High,237,78,32.91,NA,497,521,495,1513,38,48.72,NA,NA
07,61788,0730184,Contra Costa,Pittsburg Unified,Riverside High (Continuation),143,,,NA,,,,,,,NA,NA
07,61788,0735407,Contra Costa,Pittsburg Unified,Pittsburg Senior High,503,131,26.04,NA,452,455,442,1349,35,26.72,NA,NA
07,61796,0101477,Contra Costa,West Contra Costa Unified,Leadership Public Schools: Richmond,77,32,41.56,NA,391,408,405,1203,0,0.00,NA,NA
07,61796,0115352,Contra Costa,West Contra Costa Unified,West County Community High,12,1,8.33,NA,,,,,,,NA,NA
07,61796,0118539,Contra Costa,West Contra Costa Unified,WCCUSD Community Day School Program,4,,,NA,,,,,,,NA,NA
07,61796,0730275,Contra Costa,West Contra Costa Unified,North Campus Continuation,69,,,NA,,,,,,,NA,NA
07,61796,0730291,Contra Costa,West Contra Costa Unified,Middle College High,75,52,69.33,NA,511,528,508,1547,30,57.69,NA,NA
07,61796,0730325,Contra Costa,West Contra Costa Unified,Vista High (Alternative),98,8,8.16,NA,,,,,,,NA,NA
07,61796,0730366,Contra Costa,West Contra Costa Unified,Delta Continuation High,2,,,NA,,,,,,,NA,NA
07,61796,0730374,Contra Costa,West Contra Costa Unified,Kappa Continuation High,38,,,NA,,,,,,,NA,NA
07,61796,0730382,Contra Costa,West Contra Costa Unified,Omega Continuation High,44,,,NA,,,,,,,NA,NA
07,61796,0730523,Contra Costa,West Contra Costa Unified,Transition Learning Center,6,,,NA,,,,,,,NA,NA
07,61796,0730598,Contra Costa,West Contra Costa Unified,Hercules High,231,101,43.72,NA,490,497,498,1485,50,49.50,NA,NA
07,61796,0732164,Contra Costa,West Contra Costa Unified,De Anza Senior High,217,57,26.27,NA,413,431,419,1262,7,12.28,NA,NA
07,61796,0732941,Contra Costa,West Contra Costa Unified,El Cerrito Senior High,305,159,52.13,NA,507,521,498,1526,84,52.83,NA,NA
07,61796,0733253,Contra Costa,West Contra Costa Unified,Gompers (Samuel) Continuation,58,1,1.72,NA,,,,,,,NA,NA
07,61796,0733659,Contra Costa,West Contra Costa Unified,Kennedy High,180,51,28.33,NA,389,396,388,1174,3,5.88,NA,NA
07,61796,0735316,Contra Costa,West Contra Costa Unified,Pinole Valley High,379,137,36.15,NA,477,474,467,1418,56,40.88,NA,NA
07,61796,0735902,Contra Costa,West Contra Costa Unified,Richmond High,343,76,22.16,NA,394,436,407,1237,10,13.16,NA,NA
07,61804,0113118,Contra Costa,San Ramon Valley Unified,Dougherty Valley High,240,171,71.25,NA,556,608,559,1723,135,78.95,NA,NA
07,61804,0730051,Contra Costa,San Ramon Valley Unified,California High,591,415,70.22,NA,557,592,552,1701,310,74.70,NA,NA
07,61804,0730218,Contra Costa,San Ramon Valley Unified,Venture (Alternative),134,14,10.45,NA,578,580,559,1716,10,71.43,NA,NA
07,61804,0734368,Contra Costa,San Ramon Valley Unified,Monte Vista High,539,408,75.70,NA,579,607,587,1773,349,85.54,NA,NA
07,61804,0736504,Contra Costa,San Ramon Valley Unified,San Ramon Valley High,509,338,66.40,NA,569,593,575,1737,294,86.98,NA,NA
07,61804,0736819,Contra Costa,San Ramon Valley Unified,Del Amigo High (Continuation),33,1,3.03,NA,,,,,,,NA,NA
08,10082,0106625,Del Norte,Del Norte County Office of Edu,Elk Creek,1,,,NA,,,,,,,NA,NA
08,10082,0106666,Del Norte,Del Norte County Office of Edu,Bar-O,7,,,NA,,,,,,,NA,NA
08,10082,0109777,Del Norte,Del Norte County Office of Edu,Klamath River Early College of the Redwo,4,,,NA,,,,,,,NA,NA
08,10082,0830018,Del Norte,Del Norte County Office of Edu,Paragon/Avalon Independent Study,6,,,NA,,,,,,,NA,NA
08,10082,0830042,Del Norte,Del Norte County Office of Edu,McCarthy Center/Court/Community,5,,,NA,,,,,,,NA,NA
08,10082,0830059,Del Norte,Del Norte County Office of Edu,Castle Rock,136,2,1.47,NA,,,,,,,NA,NA
08,10082,0830067,Del Norte,Del Norte County Office of Edu,Del Norte County Community Day (Secondar,1,,,NA,,,,,,,NA,NA
08,61820,0833004,Del Norte,Del Norte County Unified,Del Norte High,238,73,30.67,NA,472,512,465,1449,35,47.95,NA,NA
08,61820,0836205,Del Norte,Del Norte County Unified,Sunset High,33,1,3.03,NA,,,,,,,NA,NA
09,10090,0106047,El Dorado,El Dorado County Office of Edu,Blue Ridge,4,,,NA,,,,,,,NA,NA
09,10090,0930016,El Dorado,El Dorado County Office of Edu,Golden Ridge,6,,,NA,,,,,,,NA,NA
09,10090,0930123,El Dorado,El Dorado County Office of Edu,"Charter Community School, Home Study Aca",78,6,7.69,NA,,,,,,,NA,NA
09,10090,0930131,El Dorado,El Dorado County Office of Edu,Rite of Passage,42,,,NA,,,,,,,NA,NA
09,61853,0101808,El Dorado,El Dorado Union High,Mountain View High,27,,,NA,,,,,,,NA,NA
09,61853,0930081,El Dorado,El Dorado Union High,Oak Ridge High,522,328,62.84,NA,547,581,542,1670,257,78.35,NA,NA
09,61853,0930149,El Dorado,El Dorado Union High,Independent Learning Center (Alternative,110,,,NA,,,,,,,NA,NA
